,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
2733,prdb-1440,US,Research,null,null,Physical Documents Implementation Email,null,0,null,null,1
2734,prdb-1441,US,Associations,null,null,Implementation Email Configuration Website,null,0,null,null,1
2735,prdb-1442,US,Entertainment,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2736,prdb-1443,US,Manufacturing,null,null,Physical Documents,Physical Theft,0,null,null,1
2744,prdb-1451,US,Information Technology,null,null,Configuration Network,Flood DoS,0,null,null,1
2746,prdb-1453,US,Manufacturing,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2747,prdb-1454,US,Retailer,null,null,Design Software,null,0,null,null,1
2752,prdb-1459,US,Entertainment,null,null,Implementation Email Configuration Network Website,null,0,null,null,1
2753,prdb-1460,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2754,prdb-1461,US,Information Technology,null,null,Design Software,Spoof Scam Phishing,0,null,null,1
2756,prdb-1463,US,Entertainment,null,null,Configuration Website,null,0,null,null,1
2759,prdb-1466,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2762,prdb-1469,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2764,prdb-1471,US,Manufacturing,null,null,Configuration Phone,null,0,null,null,1
2766,prdb-1473,US,Telecommunications,null,null,Implementation Email Social media Configuration Phone Network Website,Spoof Phishing,0,null,null,1
2770,prdb-1477,US,Information Technology,null,null,Implementation Email Configuration VPN,null,0,null,null,1
2772,prdb-1479,US,Printing Services,null,null,Implementation Email Configuration Website,Physical Theft,0,null,null,1
2775,prdb-1482,US,Other Services,null,null,Implementation Email,null,0,null,null,1
2781,prdb-1488,US,Religious Organization,null,null,Physical Documents,Physical Theft,0,null,null,1
2782,prdb-1489,US,Information Technology,null,null,Design Software Configuration Network VPN,null,0,null,null,1
2785,prdb-1492,US,Manufacturing,null,null,Implementation Email Configuration Website,Physical Theft,0,null,null,1
2786,prdb-1493,US,Delivery Services,null,null,Physical Documents Configuration Phone,null,0,null,null,1
2787,prdb-1494,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2788,prdb-1495,US,Wholesaler,null,null,Configuration Website,Physical Theft,0,null,null,1
2789,prdb-1496,US,Wholesaler,null,null,Configuration Website,Physical Theft,0,null,null,1
2790,prdb-1497,US,Sport,null,null,Configuration Phone,null,0,null,null,1
2794,prdb-1501,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2795,prdb-1502,US,Repair and Maintenance service,null,Information Exchange C2,Configuration Website,null,0,null,null,1
2796,prdb-1503,US,Repair and Maintenance service,null,Information Exchange C2,Configuration Website,null,0,null,null,1
2802,prdb-1509,US,Retailer,null,null,Implementation Email Configuration Phone,Physical Theft,0,null,null,1
2803,prdb-1510,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2805,prdb-1512,US,Information Technology,null,null,Implementation Email Configuration Website,Spoof Phishing,0,null,null,1
2807,prdb-1514,US,Associations,null,null,Configuration Network,null,0,null,null,1
2811,prdb-1518,US,Manufacturing,null,null,Configuration Phone,Physical Theft,0,null,null,1
2813,prdb-1520,US,Tourism,null,null,Configuration Network,null,0,null,null,1
2814,prdb-1521,US,Information Technology,null,null,Physical Documents Implementation Email,Spoof Scam Phishing,10000,null,null,1
2815,prdb-1522,US,Construction,null,null,Implementation Email,null,0,null,null,1
2816,prdb-1523,US,Sport,null,null,Implementation Email,null,0,null,null,1
2817,prdb-1524,US,Retailer,null,null,Implementation Email,null,0,null,null,1
2818,prdb-1525,US,Information Technology,null,null,Configuration Network,Flood DoS,0,null,null,1
2822,prdb-1529,US,Research,null,null,Implementation Email,Spoof Scam Phishing,0,null,null,1
2823,prdb-1530,US,Warehousing and Storage,null,null,Implementation Email,Spoof Scam Phishing,0,null,null,1
2826,prdb-1533,US,Information Technology,null,null,Design Software Implementation Email,Spoof Scam Phishing,0,null,null,1
2829,prdb-1536,US,Information Technology,null,null,Configuration Network,null,0,null,null,1
2832,prdb-1539,US,Other Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2833,prdb-1540,US,Information Technology,null,null,Implementation Email Configuration Phone,null,1100000,null,null,1
2834,prdb-1541,US,Wholesaler,null,null,Design Software,null,0,null,null,1
2835,prdb-1542,US,Consulting Services,null,null,Configuration Website,null,0,null,null,1
2836,prdb-1543,US,Support Services,null,null,Configuration Phone Network,Physical Loss Theft,0,null,null,1
2837,prdb-1544,US,Other Services,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2838,prdb-1545,US,Publisher,null,null,Configuration Website,null,0,null,null,1
2839,prdb-1546,US,Real Estate,null,null,Design Software,null,0,null,null,1
2840,prdb-1547,US,Information Technology,null,null,Design Software Configuration Website,null,0,null,null,1
2841,prdb-1548,US,Religious Organization,null,null,Implementation Email,Spoof Scam Phishing,0,null,null,1
2844,prdb-1551,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2845,prdb-1552,US,Entertainment,null,Script or Program Extortion,Implementation Email,Physical Theft,0,null,null,1
2850,prdb-1557,US,Sport,null,null,Implementation Email,null,0,null,null,1
2862,prdb-1569,US,Printing Services,null,null,Implementation Email,null,0,null,null,1
2863,prdb-1570,US,Information Technology,null,null,Implementation Email Configuration Website,null,0,null,null,1
2865,prdb-1572,US,Publisher,null,null,Implementation Email Configuration Website,null,0,null,null,1
2866,prdb-1573,US,Manufacturing,null,null,Configuration Website,null,0,null,null,1
2868,prdb-1575,US,Tourism,null,null,Configuration Network,null,0,null,null,1
2869,prdb-1576,US,Consulting Services,null,null,Physical Documents Implementation Email,null,0,null,null,1
2870,prdb-1577,US,NPO,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2871,prdb-1578,US,Entertainment,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2873,prdb-1580,US,Research,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2876,prdb-1583,US,Political Organization,null,null,Configuration Network,null,0,null,null,1
2879,prdb-1586,US,Information Technology,null,null,Design Software Configuration Network,null,0,null,null,1
2882,prdb-1589,US,Tourism,null,null,Configuration Website,null,0,null,null,1
2884,prdb-1591,US,Wholesaler,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2886,prdb-1593,US,Manufacturing,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2888,prdb-1595,US,Retailer,null,null,Implementation Email,null,0,null,null,1
2894,prdb-1601,US,Retailer,null,null,Configuration Website,null,0,null,null,1
2898,prdb-1605,US,Food Establishment,null,null,Design Software,null,0,null,null,1
2900,prdb-1607,US,Support Services,null,Information Exchange Spam,Implementation Email,Spoof Phishing,0,null,null,1
2901,prdb-1608,US,Information Technology,null,null,Implementation Email Configuration Website,null,0,null,null,1
2903,prdb-1610,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2904,prdb-1611,US,Finance,null,null,Configuration Phone,null,0,null,null,1
2907,prdb-1614,US,Information Technology,null,null,Implementation Email Configuration Website,null,0,null,null,1
2908,prdb-1615,US,Repair and Maintenance service,null,null,Design Software Implementation Email Configuration Phone Website,null,0,null,null,1
2910,prdb-1617,US,Information Technology,null,null,Design Software Implementation Email Configuration Phone,null,0,null,null,1
2914,prdb-1621,US,Information Technology,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2916,prdb-1623,US,Wholesaler,null,null,Design Software Implementation Email Configuration Phone Website,null,0,null,null,1
2919,prdb-1626,US,Information Technology,null,null,Implementation Email,Physical Theft,0,null,null,1
2920,prdb-1627,US,Information Technology,null,null,Design Software Configuration Phone,null,0,null,null,1
2922,prdb-1629,US,Retailer,null,null,Configuration Website,null,0,null,null,1
2925,prdb-1632,US,Manufacturing,null,null,Implementation Email Configuration Phone Network Website,null,0,null,null,1
2926,prdb-1633,US,Entertainment,null,null,Configuration Network Website,null,0,null,null,1
2930,prdb-1637,US,Information Technology,null,null,Design Software,null,1000000,null,null,1
2931,prdb-1638,US,Support Services,null,null,Design Software Configuration Website,null,0,null,null,1
2933,prdb-1640,US,Telecommunications,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2934,prdb-1641,US,Wholesaler,null,null,Configuration Website,null,0,null,null,1
2937,prdb-1644,US,Entertainment,null,null,Implementation Email Configuration Website,null,0,null,null,1
2939,prdb-1646,US,Tourism,null,null,Configuration Network,null,0,null,null,1
2940,prdb-1647,US,Associations,null,null,Configuration Phone,Physical Theft,0,null,null,1
2941,prdb-1648,US,Information Technology,null,null,Design Software Implementation Email Configuration Phone,null,0,null,null,1
2942,prdb-1649,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2944,prdb-1651,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2946,prdb-1653,US,Wholesaler,null,null,Configuration Website,null,0,null,null,1
2948,prdb-1655,US,Utilities,null,null,Implementation Email,Spoof Scam Phishing,0,null,null,1
2949,prdb-1656,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2951,prdb-1658,US,Social Services,null,null,Implementation Email,null,0,null,null,1
2953,prdb-1660,US,Airport Operations,null,null,Implementation Email,null,0,null,null,1
2954,prdb-1661,US,Printing Services,null,null,Physical Documents Implementation Email,null,0,null,null,1
2955,prdb-1662,US,Manufacturing,null,null,Implementation Email Configuration Network,Spoof Phishing,0,null,null,1
2956,prdb-1663,US,Manufacturing,null,null,Implementation Email Configuration Network,null,0,null,null,1
2957,prdb-1664,US,Associations,null,null,Configuration Website,null,0,null,null,1
2958,prdb-1665,US,Wholesaler,null,null,Configuration Phone Website,null,0,null,null,1
2959,prdb-1666,US,Retailer,null,null,Configuration Website,null,0,null,null,1
2960,prdb-1667,US,Wholesaler,null,null,Design Software Implementation Email Configuration Website,null,0,null,null,1
2962,prdb-1669,US,Retailer,null,Information Exchange C2,Configuration Website,null,0,null,null,1
2963,prdb-1670,US,Manufacturing,null,null,Configuration Phone,null,0,null,null,1
2964,prdb-1671,US,Tourism,null,null,Implementation Email Configuration Phone Network Website,null,0,null,null,1
2971,prdb-1678,US,Tourism,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2973,prdb-1680,US,Information Technology,null,null,Design Software Implementation Email Configuration Phone Website,null,0,null,null,1
2974,prdb-1681,US,Information Technology,null,null,Design Software Implementation Email Configuration Network,null,0,null,null,1
2976,prdb-1683,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2980,prdb-1687,US,Manufacturing,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2985,prdb-1692,US,Information Technology,null,null,Implementation Email Configuration Phone Network,null,0,null,null,1
2987,prdb-1694,US,Information Technology,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2989,prdb-1696,US,Consulting Services,null,null,Implementation Email,null,0,null,null,1
2990,prdb-1697,US,Wholesaler,null,null,Configuration Network,null,0,null,null,1
2991,prdb-1698,US,Transport,null,null,Implementation Email Configuration Phone Network Website,null,0,null,null,1
2994,prdb-1701,US,Retailer,null,null,Configuration Website,null,0,null,null,1
2995,prdb-1702,US,Information Technology,null,null,Design Software Implementation Email,null,0,null,null,1
2996,prdb-1703,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2997,prdb-1704,US,Retailer,null,null,Implementation Email,null,0,null,null,1
2998,prdb-1705,US,Food Establishment,null,null,Configuration Network,null,0,null,null,1
3000,prdb-1707,US,NPO,null,null,Implementation Email Configuration Website,null,0,null,null,1
3002,prdb-1709,US,Information Technology,null,null,Configuration Phone,null,0,null,null,1
3003,prdb-1710,US,Wholesaler,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3004,prdb-1711,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
3006,prdb-1713,US,Information Technology,null,null,Design Software Implementation Email Configuration Phone Website,null,0,null,null,1
3011,prdb-1718,US,Wholesaler,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3012,prdb-1719,US,Education,null,null,Implementation Email Configuration Network,null,0,null,null,1
3014,prdb-1721,US,Tourism,null,null,Configuration Network,null,0,null,null,1
3015,prdb-1722,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3017,prdb-1724,US,Manufacturing,null,null,Configuration Website,null,0,null,null,1
3018,prdb-1725,US,Technical Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3020,prdb-1727,US,Sport,null,null,Implementation Email,null,0,null,null,1
3021,prdb-1728,US,Food Establishment,null,null,Configuration Network,null,0,null,null,1
3022,prdb-1729,US,Information Technology,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3024,prdb-1731,US,Information Technology,null,null,Design Software Configuration Network,null,0,null,null,1
3030,prdb-1737,US,Information Technology,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3031,prdb-1738,US,Consulting Services,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3034,prdb-1741,US,Retailer,null,null,Design Software,null,0,null,null,1
3035,prdb-1742,US,Employment Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3036,prdb-1743,US,Information Technology,null,Information Exchange Spam,Physical Documents Implementation Email,Spoof Phishing,0,null,null,1
3037,prdb-1744,US,Consulting Services,null,null,Configuration Website,null,0,null,null,1
3038,prdb-1745,US,Information Technology,null,null,Design Software,null,0,null,null,1
3039,prdb-1746,US,Information Technology,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3040,prdb-1747,US,Information Technology,null,null,Implementation Email Configuration Network,null,0,null,null,1
3045,prdb-1752,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3046,prdb-1753,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3047,prdb-1754,US,Information Technology,null,null,Design Software,null,0,null,null,1
3048,prdb-1755,US,Real Estate,null,null,Design Software,null,0,null,null,1
3049,prdb-1756,US,Information Technology,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3051,prdb-1758,US,Real Estate,null,null,Configuration Network,null,0,null,null,1
3052,prdb-1759,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3053,prdb-1760,US,Social Services,null,null,Configuration Network,null,0,null,null,1
3054,prdb-1761,US,Information Technology,null,null,Configuration Phone Network,null,0,null,null,1
3055,prdb-1762,US,Airport Operations,null,null,Configuration Network,null,0,null,null,1
3056,prdb-1763,US,Manufacturing,null,null,Implementation Email,null,0,null,null,1
3057,prdb-1764,US,Manufacturing,null,null,Implementation Email Configuration Website,Physical Theft,0,null,null,1
3058,prdb-1765,US,Entertainment,null,null,Implementation Email,null,0,null,null,1
3059,prdb-1766,IE,Transport,null,null,Design Software Implementation Email Configuration Phone,null,0,null,null,1
3060,prdb-1767,US,Information Technology,null,null,Implementation Email Social media,null,0,null,null,1
3061,prdb-1768,CA,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3062,prdb-1769,US,Research,null,null,Implementation Email Configuration Network,null,0,null,null,1
3063,prdb-1770,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3066,prdb-1773,US,Technical Services,null,null,Implementation Email,Physical Loss Spoof Phishing,0,null,null,1
3068,prdb-1775,US,Information Technology,null,null,Physical Documents Implementation Social media Configuration Website,null,0,null,null,1
3076,prdb-1783,US,Entertainment,null,null,Configuration Network,null,0,null,null,1
3077,prdb-1784,US,Manufacturing,null,null,Configuration Website,null,0,null,null,1
3080,prdb-1787,US,Retailer,null,null,Configuration Network,null,0,null,null,1
3082,prdb-1789,US,Sport,null,null,Design Web application Configuration Network,null,0,null,null,1
3083,prdb-1790,US,Technical Services,null,null,Design Software Implementation Email,Spoof Phishing,0,null,null,1
3084,prdb-1791,US,Wholesaler,null,null,Configuration Network,null,0,null,null,1
3085,prdb-1792,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
3086,prdb-1793,US,Food Establishment,null,null,Implementation Email Configuration Phone,Physical Theft,0,null,null,1
3088,prdb-1795,US,Sport,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3092,prdb-1799,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
3094,prdb-1801,US,Wholesaler,null,null,Design Software Implementation Email,null,0,null,null,1
3098,prdb-1805,US,Telecommunications,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3114,prdb-1821,US,Advertising,null,null,Implementation Email,Spoof Phishing,0,null,null,1
3139,prdb-1846,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3140,prdb-1847,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3141,prdb-1848,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3143,prdb-1850,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3145,prdb-1852,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3148,prdb-1855,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3149,prdb-1856,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3196,prdb-1903,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3206,prdb-1913,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3209,prdb-1916,US,Retailer,null,null,Implementation Email,null,111,null,null,1
3213,prdb-1920,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3214,prdb-1921,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3216,prdb-1923,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3218,prdb-1925,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3222,prdb-1929,US,Retailer,null,null,Implementation Email Configuration Network,Spoof Phishing,0,null,null,1
3223,prdb-1930,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3225,prdb-1932,US,Retailer,null,null,Implementation Email,null,1092,null,null,1
3229,prdb-1936,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3232,prdb-1939,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3255,prdb-1962,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3265,prdb-1972,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3275,prdb-1982,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3277,prdb-1984,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3282,prdb-1989,US,Retailer,null,null,Physical Documents Configuration Phone,null,0,null,null,1
3284,prdb-1991,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3289,prdb-1996,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3291,prdb-1998,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3293,prdb-2000,US,Retailer,null,null,Design Software,null,0,null,null,1
3301,prdb-2008,US,Retailer,null,null,Configuration Network,null,0,null,null,1
3303,prdb-2010,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3315,prdb-2022,US,Retailer,null,null,Design Software,null,0,null,null,1
3317,prdb-2024,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3321,prdb-2028,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3325,prdb-2032,US,Retailer,null,null,Configuration Network,null,0,null,null,1
3326,prdb-2033,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3328,prdb-2035,US,Retailer,null,null,Design Software,null,100,null,null,1
3334,prdb-2041,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3340,prdb-2047,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3341,prdb-2048,US,Retailer,null,null,Design Software Configuration Website,null,0,null,null,1
3342,prdb-2049,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3343,prdb-2050,US,Retailer,null,null,Implementation Email,Spoof Scam Phishing,0,null,null,1
3358,prdb-2065,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3359,prdb-2066,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3373,prdb-2080,US,Retailer,null,null,Design Software Configuration Network,null,0,null,null,1
3377,prdb-2084,US,Retailer,null,Physical Attack Surveillance,Physical Documents,null,0,null,null,1
3379,prdb-2086,US,Retailer,null,null,Implementation Email Configuration Phone Network,Physical Theft,101600000,null,null,1
3381,prdb-2088,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3388,prdb-2095,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3393,prdb-2100,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3396,prdb-2103,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3399,prdb-2106,US,Retailer,null,null,Design Software Configuration Website,null,0,null,null,1
3406,prdb-2113,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3408,prdb-2115,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3412,prdb-2119,US,Retailer,null,null,Design Software,null,0,null,null,1
3416,prdb-2123,US,Retailer,null,null,Configuration Phone Network,null,0,null,null,1
3419,prdb-2126,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3422,prdb-2129,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3437,prdb-2144,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3444,prdb-2151,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3445,prdb-2152,US,Retailer,null,null,Physical Documents,Physical Theft,0,null,null,1
3449,prdb-2156,US,Retailer,null,null,Physical Documents Implementation Email Social media,null,100,null,null,1
3450,prdb-2157,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3453,prdb-2160,US,Retailer,null,null,Design Software Configuration Network VPN,null,0,null,null,1
3456,prdb-2163,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3467,prdb-2174,US,Retailer,null,null,Implementation Email Configuration Phone,null,111,null,null,1
3472,prdb-2179,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3476,prdb-2183,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3478,prdb-2185,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3479,prdb-2186,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3482,prdb-2189,US,Retailer,null,null,Configuration Website,null,1000,null,null,1
3483,prdb-2190,US,Retailer,null,null,Physical Documents,Physical Theft,0,null,null,1
3484,prdb-2191,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3495,prdb-2202,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3496,prdb-2203,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3499,prdb-2206,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3507,prdb-2214,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3508,prdb-2215,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3509,prdb-2216,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3514,prdb-2221,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3526,prdb-2233,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3531,prdb-2238,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3532,prdb-2239,US,Retailer,null,null,Implementation Email,null,100000,null,null,1
3536,prdb-2243,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3539,prdb-2246,US,Retailer,null,null,Physical Documents,null,0,null,null,1
3540,prdb-2247,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3542,prdb-2249,US,Retailer,null,null,Implementation Email Configuration Phone,Spoof Phishing,0,null,null,1
3544,prdb-2251,US,Retailer,null,null,Configuration Phone,Physical Theft,0,null,null,1
3545,prdb-2252,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3550,prdb-2257,US,Retailer,null,null,Physical Documents Implementation Email,Physical Theft,0,null,null,1
3551,prdb-2258,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3552,prdb-2259,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3557,prdb-2264,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3558,prdb-2265,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3559,prdb-2266,US,Retailer,null,null,Design Software,Physical Theft,0,null,null,1
3563,prdb-2270,US,Retailer,null,null,Design Software Configuration Website,null,0,null,null,1
3564,prdb-2271,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3565,prdb-2272,US,Retailer,null,null,Configuration Network Website,null,0,null,null,1
3571,prdb-2278,US,Retailer,null,null,Design Software,null,0,null,null,1
3573,prdb-2280,US,Retailer,null,null,Configuration Network,null,0,null,null,1
3576,prdb-2283,US,Retailer,null,null,Configuration Network,null,0,null,null,1
3583,prdb-2290,US,Retailer,null,null,Implementation Email Configuration Phone Website,Spoof Phishing,0,null,null,1
3584,prdb-2291,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3585,prdb-2292,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3588,prdb-2295,US,Retailer,null,null,Design Software,null,0,null,null,1
3589,prdb-2296,US,Retailer,null,null,Design Software,null,0,null,null,1
3591,prdb-2298,US,Retailer,null,null,Design Software,null,0,null,null,1
3594,prdb-2301,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3597,prdb-2304,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3599,prdb-2306,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3601,prdb-2308,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3603,prdb-2310,US,Retailer,null,null,Configuration Network Website,null,0,null,null,1
3605,prdb-2312,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3607,prdb-2314,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3610,prdb-2317,US,Retailer,null,null,Configuration Phone,Physical Theft,0,null,null,1
3612,prdb-2319,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3614,prdb-2321,US,Retailer,null,null,Design Software,Physical Theft,0,null,null,1
3615,prdb-2322,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3618,prdb-2325,US,Retailer,null,null,Configuration Phone Website,null,0,null,null,1
3623,prdb-2330,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3625,prdb-2332,US,Retailer,null,null,Design Software,null,0,null,null,1
3628,prdb-2335,US,Retailer,null,null,Configuration Network Website,null,0,null,null,1
3630,prdb-2337,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3631,prdb-2338,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
3635,prdb-2342,US,Retailer,null,null,Design Software Configuration Software update,null,0,null,null,1
3637,prdb-2344,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3639,prdb-2346,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3641,prdb-2348,US,Retailer,null,null,Implementation Email Configuration Website,null,0,null,null,1
3642,prdb-2349,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
3647,prdb-2354,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3650,prdb-2357,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3651,prdb-2358,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3653,prdb-2360,US,Retailer,null,null,Implementation Email Configuration Phone Network,Spoof Phishing,0,null,null,1
3655,prdb-2362,US,Retailer,null,null,Implementation Email SMS,null,0,null,null,1
3657,prdb-2364,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
3658,prdb-2365,US,Retailer,null,null,Implementation SMS,null,0,null,null,1
3661,prdb-2368,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3663,prdb-2370,US,Retailer,null,null,Implementation Email,null,0,null,null,1
3665,prdb-2372,US,Retailer,null,null,Implementation Email SMS Configuration Phone,null,0,null,null,1
3666,prdb-2373,US,Retailer,null,null,Design Software Implementation SMS,null,0,null,null,1
3667,prdb-2374,US,Retailer,null,null,Configuration Website,null,0,null,null,1
3668,prdb-2375,US,Retailer,null,null,Design Software Implementation Email Configuration Phone Website,null,0,null,null,1
