,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
3079,prdb-1786,US,Delivery Services,null,null,null,null,0,null,null,3
3081,prdb-1788,HK,Manufacturing,null,null,Physical Partner Configuration Phone,null,0,null,null,3
3087,prdb-1794,US,Tourism,null,null,null,null,0,null,null,3
3090,prdb-1797,US,Construction,null,null,null,null,0,null,null,3
3095,prdb-1802,US,Engineering Services,null,Script or Program Ransomware,null,null,0,null,null,3
3116,prdb-1823,US,Information Technology,null,null,Physical Partner Implementation Email Configuration Phone,null,0,null,null,3
3117,prdb-1824,US,Wholesaler,null,null,null,null,0,null,null,3
3133,prdb-1840,US,Medical,null,null,null,null,1000,null,null,3
3144,prdb-1851,US,Retailer,null,null,null,null,0,null,null,3
3154,prdb-1861,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3171,prdb-1878,US,Retailer,null,null,null,null,0,null,null,3
3175,prdb-1882,US,Retailer,null,null,null,Physical Theft,1095,null,null,3
3177,prdb-1884,US,Retailer,null,null,null,null,0,null,null,3
3178,prdb-1885,US,Retailer,null,null,null,null,0,null,null,3
3179,prdb-1886,US,Retailer,null,null,Physical Documents Design Software Configuration Network,Physical Loss Theft,100000000,null,null,3
3186,prdb-1893,US,Retailer,null,null,null,null,0,null,null,3
3187,prdb-1894,US,Retailer,null,null,null,null,1006,null,null,3
3190,prdb-1897,US,Retailer,null,null,null,null,11500,null,null,3
3192,prdb-1899,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3193,prdb-1900,US,Retailer,null,null,null,null,0,null,null,3
3197,prdb-1904,US,Retailer,null,null,null,null,100,null,null,3
3203,prdb-1910,US,Retailer,null,null,null,null,0,null,null,3
3205,prdb-1912,US,Retailer,null,null,null,null,0,null,null,3
3208,prdb-1915,US,Retailer,null,null,null,null,112000,null,null,3
3212,prdb-1919,US,Retailer,null,null,null,null,10000,null,null,3
3215,prdb-1922,US,Retailer,null,null,null,null,0,null,null,3
3226,prdb-1933,US,Retailer,null,null,null,null,0,null,null,3
3228,prdb-1935,US,Retailer,null,null,null,null,0,null,null,3
3230,prdb-1937,US,Retailer,null,null,null,null,0,null,null,3
3235,prdb-1942,US,Retailer,null,null,null,null,1006,null,null,3
3236,prdb-1943,US,Retailer,null,null,null,null,0,null,null,3
3238,prdb-1945,US,Retailer,null,Physical Attack Skimmer,null,null,0,null,null,3
3239,prdb-1946,US,Retailer,null,null,null,null,0,null,null,3
3241,prdb-1948,US,Retailer,null,null,null,null,0,null,null,3
3244,prdb-1951,US,Retailer,null,null,null,null,0,null,null,3
3245,prdb-1952,US,Retailer,null,null,null,null,0,null,null,3
3247,prdb-1954,US,Retailer,null,null,null,Spoof Scam,0,null,null,3
3250,prdb-1957,US,Retailer,null,null,null,null,1000,null,null,3
3251,prdb-1958,US,Retailer,null,null,null,null,0,null,null,3
3252,prdb-1959,US,Retailer,null,null,null,null,10000,null,null,3
3253,prdb-1960,US,Retailer,null,null,null,null,0,null,null,3
3254,prdb-1961,US,Retailer,null,null,null,null,0,null,null,3
3257,prdb-1964,US,Retailer,null,null,null,null,0,null,null,3
3258,prdb-1965,US,Retailer,null,Physical Attack Skimmer Surveillance,null,Spoof Scam,1000,null,null,3
3259,prdb-1966,US,Retailer,null,null,null,null,0,null,null,3
3261,prdb-1968,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3262,prdb-1969,US,Retailer,null,null,null,null,0,null,null,3
3271,prdb-1978,US,Retailer,null,null,Physical Partner,null,0,null,null,3
3272,prdb-1979,US,Retailer,null,null,null,null,0,null,null,3
3278,prdb-1985,US,Retailer,null,null,Physical Partner,null,0,null,null,3
3281,prdb-1988,US,Retailer,null,null,null,null,0,null,null,3
3287,prdb-1994,US,Retailer,null,null,null,null,0,null,null,3
3290,prdb-1997,US,Retailer,null,null,null,null,0,null,null,3
3292,prdb-1999,US,Retailer,null,null,null,null,0,null,null,3
3296,prdb-2003,US,Retailer,null,null,null,null,117,null,null,3
3298,prdb-2005,US,Retailer,null,null,null,Physical Theft,11,null,null,3
3299,prdb-2006,US,Retailer,null,null,null,null,0,null,null,3
3300,prdb-2007,US,Retailer,null,null,null,null,0,null,null,3
3302,prdb-2009,US,Retailer,null,null,null,null,0,null,null,3
3306,prdb-2013,US,Retailer,null,null,null,null,0,null,null,3
3308,prdb-2015,US,Retailer,null,null,null,null,0,null,null,3
3311,prdb-2018,US,Retailer,null,null,null,null,0,null,null,3
3313,prdb-2020,US,Retailer,null,null,null,null,0,null,null,3
3316,prdb-2023,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3318,prdb-2025,US,Retailer,null,null,null,null,0,null,null,3
3319,prdb-2026,US,Retailer,null,null,null,null,0,null,null,3
3323,prdb-2030,US,Retailer,null,null,null,null,0,null,null,3
3324,prdb-2031,US,Retailer,null,null,null,null,0,null,null,3
3331,prdb-2038,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3333,prdb-2040,US,Retailer,null,null,null,null,0,null,null,3
3335,prdb-2042,US,Retailer,null,null,null,null,0,null,null,3
3336,prdb-2043,US,Retailer,null,null,null,null,0,null,null,3
3337,prdb-2044,US,Retailer,null,null,null,null,0,null,null,3
3339,prdb-2046,US,Retailer,null,null,null,null,0,null,null,3
3345,prdb-2052,US,Retailer,null,null,Physical Partner Implementation Email,null,0,null,null,3
3346,prdb-2053,US,Retailer,null,Physical Attack Skimmer,null,Physical Loss,0,null,null,3
3347,prdb-2054,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,0,null,null,3
3349,prdb-2056,US,Retailer,null,null,null,null,0,null,null,3
3351,prdb-2058,US,Retailer,null,null,null,null,0,null,null,3
3352,prdb-2059,US,Retailer,null,null,null,null,0,null,null,3
3354,prdb-2061,US,Retailer,null,null,null,null,0,null,null,3
3360,prdb-2067,US,Retailer,null,null,null,null,0,null,null,3
3361,prdb-2068,US,Retailer,null,null,null,null,100,null,null,3
3362,prdb-2069,US,Retailer,null,null,null,null,0,null,null,3
3363,prdb-2070,US,Retailer,null,null,null,null,0,null,null,3
3364,prdb-2071,US,Retailer,null,Physical Attack Skimmer,null,null,0,null,null,3
3365,prdb-2072,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3366,prdb-2073,US,Retailer,null,Physical Attack Skimmer,null,null,0,null,null,3
3367,prdb-2074,US,Retailer,null,null,null,null,0,null,null,3
3369,prdb-2076,US,Retailer,null,null,null,null,0,null,null,3
3370,prdb-2077,US,Retailer,null,null,null,null,0,null,null,3
3372,prdb-2079,US,Retailer,null,null,null,null,0,null,null,3
3374,prdb-2081,US,Retailer,null,null,null,null,0,null,null,3
3375,prdb-2082,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3380,prdb-2087,US,Retailer,null,null,null,null,0,null,null,3
3383,prdb-2090,US,Retailer,null,null,null,null,0,null,null,3
3386,prdb-2093,US,Retailer,null,null,null,null,0,null,null,3
3391,prdb-2098,US,Retailer,null,null,null,null,0,null,null,3
3392,prdb-2099,US,Retailer,null,null,null,null,0,null,null,3
3394,prdb-2101,US,Retailer,null,null,null,null,0,null,null,3
3397,prdb-2104,US,Retailer,null,null,null,null,0,null,null,3
3400,prdb-2107,US,Retailer,null,null,null,null,0,null,null,3
3401,prdb-2108,US,Retailer,null,null,null,null,0,null,null,3
3402,prdb-2109,US,Retailer,null,null,null,null,0,null,null,3
3403,prdb-2110,US,Retailer,null,null,null,null,0,null,null,3
3409,prdb-2116,US,Retailer,null,null,null,null,0,null,null,3
3413,prdb-2120,US,Retailer,null,null,null,null,0,null,null,3
3415,prdb-2122,US,Retailer,null,Physical Attack Skimmer,null,null,0,null,null,3
3420,prdb-2127,US,Retailer,null,null,null,null,0,null,null,3
3423,prdb-2130,US,Retailer,null,null,null,null,100,null,null,3
3424,prdb-2131,US,Retailer,null,null,null,Physical Theft,1008,null,null,3
3425,prdb-2132,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3429,prdb-2136,US,Retailer,null,null,null,null,100,null,null,3
3432,prdb-2139,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3433,prdb-2140,US,Retailer,null,null,null,null,0,null,null,3
3434,prdb-2141,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3443,prdb-2150,US,Retailer,null,null,null,null,0,null,null,3
3451,prdb-2158,US,Retailer,null,null,null,null,0,null,null,3
3457,prdb-2164,US,Retailer,null,null,null,null,0,null,null,3
3458,prdb-2165,US,Retailer,null,null,null,null,0,null,null,3
3459,prdb-2166,US,Retailer,null,null,null,Physical Loss,0,null,null,3
3461,prdb-2168,US,Retailer,null,null,null,null,0,null,null,3
3469,prdb-2176,US,Retailer,null,null,null,null,0,null,null,3
3471,prdb-2178,US,Retailer,null,null,null,Physical Assault,100,null,null,3
3473,prdb-2180,US,Retailer,null,null,null,null,0,null,null,3
3486,prdb-2193,US,Retailer,null,null,null,null,0,null,null,3
3487,prdb-2194,US,Retailer,null,null,null,null,0,null,null,3
3489,prdb-2196,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3491,prdb-2198,US,Retailer,null,null,null,null,0,null,null,3
3500,prdb-2207,US,Retailer,null,null,null,null,0,null,null,3
3502,prdb-2209,US,Retailer,null,null,null,null,0,null,null,3
3504,prdb-2211,US,Retailer,null,null,null,null,0,null,null,3
3506,prdb-2213,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3510,prdb-2217,US,Retailer,null,null,null,null,0,null,null,3
3517,prdb-2224,US,Retailer,null,null,null,null,0,null,null,3
3520,prdb-2227,US,Retailer,null,null,null,null,0,null,null,3
3523,prdb-2230,US,Retailer,null,null,null,null,0,null,null,3
3525,prdb-2232,US,Retailer,null,null,null,null,0,null,null,3
3527,prdb-2234,US,Retailer,null,Physical Attack Skimmer,null,null,0,null,null,3
3528,prdb-2235,US,Retailer,null,null,null,null,1000000,null,null,3
3529,prdb-2236,US,Retailer,null,null,null,null,0,null,null,3
3530,prdb-2237,US,Retailer,null,null,null,Spoof Phishing,0,null,null,3
3533,prdb-2240,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3534,prdb-2241,US,Retailer,null,null,null,null,0,null,null,3
3535,prdb-2242,US,Retailer,null,null,null,null,0,null,null,3
3541,prdb-2248,US,Retailer,null,null,null,null,0,null,null,3
3543,prdb-2250,US,Retailer,null,null,null,null,0,null,null,3
3547,prdb-2254,US,Retailer,null,null,null,null,0,null,null,3
3548,prdb-2255,US,Retailer,null,null,null,null,0,null,null,3
3549,prdb-2256,US,Retailer,null,null,null,null,0,null,null,3
3554,prdb-2261,US,Retailer,null,null,null,null,0,null,null,3
3555,prdb-2262,US,Retailer,null,null,null,null,0,null,null,3
3556,prdb-2263,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,0,null,null,3
3560,prdb-2267,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3561,prdb-2268,US,Retailer,null,null,null,null,0,null,null,3
3562,prdb-2269,US,Retailer,null,null,null,null,0,null,null,3
3566,prdb-2273,US,Retailer,null,null,null,null,0,null,null,3
3567,prdb-2274,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3568,prdb-2275,US,Retailer,null,null,null,null,0,null,null,3
3569,prdb-2276,US,Retailer,null,null,null,null,0,null,null,3
3570,prdb-2277,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3572,prdb-2279,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3574,prdb-2281,US,Retailer,null,null,null,null,0,null,null,3
3575,prdb-2282,US,Retailer,null,null,null,null,0,null,null,3
3577,prdb-2284,US,Retailer,null,null,null,null,0,null,null,3
3578,prdb-2285,US,Retailer,null,null,null,null,0,null,null,3
3581,prdb-2288,US,Retailer,null,null,null,null,0,null,null,3
3582,prdb-2289,US,Retailer,null,null,null,null,0,null,null,3
3587,prdb-2294,US,Retailer,null,null,null,null,0,null,null,3
3590,prdb-2297,US,Retailer,null,null,null,null,0,null,null,3
3592,prdb-2299,US,Retailer,null,null,null,null,0,null,null,3
3596,prdb-2303,US,Retailer,null,null,null,null,0,null,null,3
3598,prdb-2305,US,Retailer,null,null,null,Physical Theft,0,null,null,3
3604,prdb-2311,US,Retailer,null,null,null,null,0,null,null,3
3606,prdb-2313,US,Retailer,null,null,null,null,0,null,null,3
3611,prdb-2318,US,Retailer,null,Physical Attack Tampering Skimmer,null,null,0,null,null,3
3613,prdb-2320,US,Retailer,null,null,null,null,0,null,null,3
3616,prdb-2323,US,Retailer,null,null,null,null,0,null,null,3
3621,prdb-2328,US,Retailer,null,null,null,null,0,null,null,3
3622,prdb-2329,US,Retailer,null,null,null,Physical Theft,1100000,null,null,3
3626,prdb-2333,US,Retailer,null,null,null,null,0,null,null,3
3633,prdb-2340,US,Retailer,null,null,null,null,0,null,null,3
3634,prdb-2341,US,Retailer,null,null,null,null,0,null,null,3
3638,prdb-2345,US,Retailer,null,null,null,null,0,null,null,3
3643,prdb-2350,US,Retailer,null,null,null,null,0,null,null,3
3645,prdb-2352,US,Retailer,null,null,null,null,0,null,null,3
3646,prdb-2353,US,Retailer,null,null,null,null,0,null,null,3
3656,prdb-2363,US,Retailer,null,null,null,null,0,null,null,3
3659,prdb-2366,US,Retailer,null,null,null,null,0,null,null,3
3662,prdb-2369,US,Retailer,null,null,null,null,0,null,null,3
3672,prdb-2379,US,Retailer,null,null,null,null,0,null,null,3
3673,prdb-2380,US,Retailer,null,null,null,null,0,null,null,3
3676,prdb-2383,US,Retailer,null,null,null,null,0,null,null,3
3678,prdb-2385,US,Retailer,null,null,null,null,0,null,null,3
3679,prdb-2386,US,Retailer,null,null,null,null,0,null,null,3
3681,prdb-2388,US,Retailer,null,null,null,null,0,null,null,3
3683,prdb-2390,US,Retailer,null,null,null,null,100,null,null,3
3687,prdb-2394,US,Retailer,null,null,null,Spoof Phishing,0,null,null,3
3692,prdb-2399,US,Retailer,null,null,null,null,0,null,null,3
3694,prdb-2401,US,Retailer,null,null,null,null,0,null,null,3
3699,prdb-2406,US,Retailer,null,null,null,null,0,null,null,3
3713,prdb-2420,US,Retailer,null,null,null,null,1,null,null,3
3714,prdb-2421,US,Retailer,null,null,null,null,1,null,null,3
3717,prdb-2424,US,Retailer,null,null,null,null,10,null,null,3
3744,prdb-2451,US,Retailer,null,null,null,null,1,null,null,3
3745,prdb-2452,US,Retailer,null,Script or Program Ransomware,null,null,0,null,null,3
3753,prdb-2460,US,Retailer,null,null,null,null,0,null,null,3
3769,prdb-2476,US,Education,null,null,null,null,1100,null,null,3
3776,prdb-2483,US,Education,null,null,null,null,11360,null,null,3
3797,prdb-2504,US,Education,null,null,null,null,100000,null,null,3
3805,prdb-2512,US,Education,null,null,null,null,100000,null,null,3
3811,prdb-2518,US,Education,null,null,null,null,0,null,null,3
3819,prdb-2526,US,Education,null,null,null,null,0,null,null,3
3821,prdb-2528,US,Education,null,null,null,null,1000,null,null,3
3825,prdb-2532,US,Education,null,null,null,null,0,null,null,3
3843,prdb-2550,US,Education,null,null,null,null,0,null,null,3
3844,prdb-2551,US,Education,null,null,null,Physical Theft,0,null,null,3
3849,prdb-2556,US,Education,null,null,null,null,1076,null,null,3
3850,prdb-2557,US,Education,null,null,null,null,0,null,null,3
3852,prdb-2559,US,Education,null,null,null,null,0,null,null,3
3864,prdb-2571,US,Education,null,null,null,null,0,null,null,3
3869,prdb-2576,US,Education,null,null,null,Physical Theft,1132,null,null,3
3880,prdb-2587,US,Education,null,null,null,null,0,null,null,3
3894,prdb-2601,US,Education,null,null,null,null,0,null,null,3
3897,prdb-2604,US,Education,null,null,null,null,0,null,null,3
3907,prdb-2614,US,Education,null,null,null,null,101000,null,null,3
3926,prdb-2633,US,Education,null,null,null,null,0,null,null,3
3928,prdb-2635,US,Education,null,null,null,null,0,null,null,3
3930,prdb-2637,US,Education,null,null,null,null,0,null,null,3
3931,prdb-2638,US,Education,null,null,null,null,0,null,null,3
3938,prdb-2645,US,Education,null,null,null,null,0,null,null,3
3944,prdb-2651,US,Education,null,null,null,null,11000,null,null,3
3965,prdb-2672,US,Education,null,null,null,null,0,null,null,3
3968,prdb-2675,US,Education,null,null,null,null,0,null,null,3
3974,prdb-2681,US,Education,null,null,null,null,0,null,null,3
3978,prdb-2685,US,Education,null,null,null,null,0,null,null,3
3980,prdb-2687,US,Education,null,null,null,null,1100,null,null,3
3983,prdb-2690,US,Education,null,null,null,null,0,null,null,3
3985,prdb-2692,US,Education,null,null,null,null,1120,null,null,3
3987,prdb-2694,US,Education,null,null,null,null,0,null,null,3
3990,prdb-2697,US,Education,null,null,null,null,100,null,null,3
3994,prdb-2701,US,Education,null,null,null,null,10554,null,null,3
3995,prdb-2702,US,Education,null,null,null,null,0,null,null,3
3996,prdb-2703,US,Education,null,null,null,Physical Theft,10200,null,null,3
3999,prdb-2706,US,Education,null,null,null,null,0,null,null,3
4000,prdb-2707,US,Education,null,null,null,null,0,null,null,3
4005,prdb-2712,US,Education,null,null,null,null,111,null,null,3
4010,prdb-2717,US,Education,null,null,null,null,0,null,null,3
4011,prdb-2718,US,Education,null,null,null,null,0,null,null,3
4013,prdb-2720,US,Education,null,null,null,null,0,null,null,3
4015,prdb-2722,US,Education,null,null,null,null,11000,null,null,3
4030,prdb-2737,US,Education,null,null,null,null,0,null,null,3
4033,prdb-2740,US,Education,null,null,null,null,0,null,null,3
4035,prdb-2742,US,Education,null,null,null,null,0,null,null,3
4041,prdb-2748,US,Education,null,null,null,Physical Theft,0,null,null,3
4062,prdb-2769,US,Education,null,null,null,null,0,null,null,3
4076,prdb-2783,US,Education,null,null,null,null,0,null,null,3
4086,prdb-2793,US,Education,null,null,null,null,11300,null,null,3
4100,prdb-2807,US,Education,null,null,null,null,0,null,null,3
4102,prdb-2809,US,Education,null,null,null,null,108000,null,null,3
4110,prdb-2817,US,Education,null,null,null,null,0,null,null,3
4111,prdb-2818,US,Education,null,null,null,null,0,null,null,3
4118,prdb-2825,US,Education,null,null,null,null,11000,null,null,3
4120,prdb-2827,US,Education,null,null,null,null,1000,null,null,3
4126,prdb-2833,US,Education,null,null,null,null,1000,null,null,3
4131,prdb-2838,US,Education,null,null,null,null,0,null,null,3
4137,prdb-2844,US,Education,null,null,null,Physical Theft,100,null,null,3
4138,prdb-2845,US,Education,null,null,null,null,0,null,null,3
4149,prdb-2856,US,Education,null,null,null,null,101,null,null,3
4153,prdb-2860,US,Education,null,null,null,null,100000,null,null,3
4155,prdb-2862,US,Education,null,null,null,null,1000,null,null,3
4158,prdb-2865,US,Education,null,null,null,null,0,null,null,3
4161,prdb-2868,US,Education,null,null,null,null,0,null,null,3
4175,prdb-2882,US,Education,null,null,null,null,0,null,null,3
4182,prdb-2889,US,Education,null,null,null,null,0,null,null,3
4183,prdb-2890,US,Education,null,null,null,null,100,null,null,3
4184,prdb-2891,US,Education,null,null,null,null,0,null,null,3
4189,prdb-2896,US,Education,null,null,null,null,103000,null,null,3
4200,prdb-2907,US,Education,null,null,null,null,0,null,null,3
4202,prdb-2909,US,Education,null,null,null,Physical Theft,0,null,null,3
4205,prdb-2912,US,Education,null,null,null,null,0,null,null,3
4217,prdb-2924,US,Education,null,null,null,null,1100,null,null,3
4220,prdb-2927,US,Education,null,null,null,null,0,null,null,3
4222,prdb-2929,US,Education,null,null,null,null,0,null,null,3
4232,prdb-2939,US,Education,null,null,null,Spoof Scam,0,null,null,3
4240,prdb-2947,US,Education,null,null,null,null,0,null,null,3
4247,prdb-2954,US,Education,null,null,null,null,0,null,null,3
4250,prdb-2957,US,Education,null,null,null,Physical Theft,0,null,null,3
4252,prdb-2959,US,Education,null,null,null,null,10100,null,null,3
4253,prdb-2960,US,Education,null,null,null,Physical Theft,10174,null,null,3
4258,prdb-2965,US,Education,null,null,null,null,0,null,null,3
4262,prdb-2969,US,Education,null,null,null,null,0,null,null,3
4263,prdb-2970,US,Education,null,null,null,null,0,null,null,3
4275,prdb-2982,US,Education,null,null,null,Physical Theft,0,null,null,3
4281,prdb-2988,US,Education,null,null,null,null,0,null,null,3
4284,prdb-2991,US,Education,null,null,null,null,10000,null,null,3
4287,prdb-2994,US,Education,null,null,null,null,0,null,null,3
4294,prdb-3001,US,Education,null,null,null,null,0,null,null,3
4295,prdb-3002,US,Education,null,null,null,null,0,null,null,3
4297,prdb-3004,US,Education,null,null,null,null,0,null,null,3
4300,prdb-3007,US,Education,null,null,null,null,0,null,null,3
4303,prdb-3010,US,Education,null,null,null,null,10000,null,null,3
4308,prdb-3015,US,Education,null,null,null,null,0,null,null,3
4315,prdb-3022,US,Education,null,null,null,null,10000,null,null,3
4318,prdb-3025,US,Education,null,null,null,Physical Theft,0,null,null,3
4340,prdb-3047,US,Education,null,null,null,null,0,null,null,3
4341,prdb-3048,US,Education,null,null,null,null,0,null,null,3
4350,prdb-3057,US,Education,null,null,null,null,101,null,null,3
4362,prdb-3069,US,Education,null,null,null,null,0,null,null,3
4363,prdb-3070,US,Education,null,null,null,null,0,null,null,3
4374,prdb-3081,US,Education,null,null,null,null,0,null,null,3
4376,prdb-3083,US,Education,null,null,null,null,0,null,null,3
4386,prdb-3093,US,Education,null,null,null,null,0,null,null,3
4401,prdb-3108,US,Education,null,null,null,null,0,null,null,3
4402,prdb-3109,US,Education,null,null,null,null,0,null,null,3
4410,prdb-3117,US,Education,null,null,null,null,0,null,null,3
4411,prdb-3118,US,Education,null,null,null,null,1000,null,null,3
4412,prdb-3119,US,Education,null,null,null,null,0,null,null,3
4416,prdb-3123,US,Education,null,null,null,null,0,null,null,3
4417,prdb-3124,US,Education,null,null,null,Physical Theft,0,null,null,3
4418,prdb-3125,US,Education,null,null,null,null,0,null,null,3
4428,prdb-3135,US,Education,null,null,null,Physical Theft,0,null,null,3
4429,prdb-3136,US,Education,null,null,null,null,0,null,null,3
4430,prdb-3137,US,Education,null,null,null,null,0,null,null,3
4432,prdb-3139,US,Education,null,null,null,null,0,null,null,3
4433,prdb-3140,US,Education,null,null,null,null,0,null,null,3
4441,prdb-3148,US,Education,null,null,null,null,10000,null,null,3
4456,prdb-3163,US,Education,null,null,null,null,0,null,null,3
4457,prdb-3164,US,Education,null,null,null,null,0,null,null,3
4460,prdb-3167,US,Education,null,null,null,null,0,null,null,3
4465,prdb-3172,US,Education,null,null,null,null,0,null,null,3
4492,prdb-3199,US,Education,null,null,null,Physical Theft,0,null,null,3
4500,prdb-3207,US,Education,null,null,null,null,0,null,null,3
4501,prdb-3208,US,Education,null,null,null,Physical Theft,0,null,null,3
4507,prdb-3214,US,Education,null,null,Physical Partner Implementation Email SMS,null,0,null,null,3
4509,prdb-3216,US,Education,null,null,null,null,0,null,null,3
4511,prdb-3218,US,Education,null,null,null,Physical Theft,0,null,null,3
4515,prdb-3222,US,Education,null,null,null,null,0,null,null,3
4526,prdb-3233,US,Education,null,null,null,Physical Theft,100,null,null,3
4527,prdb-3234,US,Education,null,null,null,null,0,null,null,3
4531,prdb-3238,US,Education,null,null,null,null,0,null,null,3
4532,prdb-3239,US,Education,null,null,null,null,0,null,null,3
4535,prdb-3242,US,Education,null,null,null,null,0,null,null,3
4545,prdb-3252,US,Education,null,null,null,Physical Theft,0,null,null,3
4547,prdb-3254,US,Education,null,null,null,null,0,null,null,3
4551,prdb-3258,US,Education,null,null,null,null,0,null,null,3
4554,prdb-3261,US,Education,null,null,null,null,0,null,null,3
4556,prdb-3263,US,Education,null,null,null,Physical Theft,1000000,null,null,3
4559,prdb-3266,US,Education,null,null,null,null,1000,null,null,3
4566,prdb-3273,US,Education,null,null,null,Physical Assault,10000,null,null,3
4578,prdb-3285,US,Education,null,null,null,null,1,null,null,3
4585,prdb-3292,US,Education,null,null,null,null,1,null,null,3
4595,prdb-3302,US,Education,null,null,null,null,10777,null,null,3
4604,prdb-3311,US,Education,null,null,null,null,1154,null,null,3
4606,prdb-3313,US,Education,null,null,null,null,110,null,null,3
4630,prdb-3337,US,Government,null,null,null,null,0,null,null,3
4637,prdb-3344,US,Government,null,null,null,null,0,null,null,3
4642,prdb-3349,US,Government,null,null,null,null,0,null,null,3
4643,prdb-3350,US,Government,null,null,null,null,0,null,null,3
4646,prdb-3353,US,Government,null,null,null,null,0,null,null,3
4647,prdb-3354,US,Government,null,null,null,null,0,null,null,3
4653,prdb-3360,US,Government,null,null,null,null,0,null,null,3
4655,prdb-3362,US,Government,null,null,null,null,0,null,null,3
4659,prdb-3366,US,Government,null,null,null,null,0,null,null,3
4666,prdb-3373,US,Government,null,null,null,null,0,null,null,3
4673,prdb-3380,US,Government,null,null,null,null,110,null,null,3
4676,prdb-3383,US,Government,null,null,null,null,0,null,null,3
4677,prdb-3384,US,Government,null,null,null,null,1000,null,null,3
4692,prdb-3399,US,Government,null,null,null,null,0,null,null,3
4693,prdb-3400,US,Government,null,null,null,null,0,null,null,3
4700,prdb-3407,US,Government,null,null,null,null,0,null,null,3
4708,prdb-3415,US,Government,null,null,null,null,100,null,null,3
4716,prdb-3423,US,Government,null,null,null,null,0,null,null,3
4722,prdb-3429,US,Government,null,null,null,null,0,null,null,3
4723,prdb-3430,US,Government,null,null,null,null,0,null,null,3
4727,prdb-3434,US,Government,null,null,null,Spoof Phishing,0,null,null,3
4728,prdb-3435,US,Government,null,null,null,null,0,null,null,3
4733,prdb-3440,US,Government,null,null,null,null,0,null,null,3
4743,prdb-3450,US,Government,null,null,null,null,11384,null,null,3
4745,prdb-3452,US,Government,null,null,null,null,0,null,null,3
4755,prdb-3462,US,Government,null,null,null,null,0,null,null,3
4756,prdb-3463,US,Government,null,null,null,null,0,null,null,3
4759,prdb-3466,US,Government,null,null,null,Physical Theft,11500,null,null,3
4777,prdb-3484,US,Government,null,null,null,null,0,null,null,3
4782,prdb-3489,US,Government,null,null,null,null,0,null,null,3
4792,prdb-3499,US,Government,null,null,null,Physical Loss,100000,null,null,3
4793,prdb-3500,US,Government,null,null,null,null,0,null,null,3
4801,prdb-3508,US,Government,null,null,null,Physical Theft,1000000,null,null,3
4806,prdb-3513,US,Government,null,null,null,null,100000,null,null,3
4812,prdb-3519,US,Government,null,null,null,null,0,null,null,3
4813,prdb-3520,US,Government,null,null,null,null,0,null,null,3
4818,prdb-3525,US,Government,null,null,null,null,106000,null,null,3
4819,prdb-3526,US,Government,null,null,null,null,0,null,null,3
4829,prdb-3536,US,Government,null,null,null,Physical Loss,0,null,null,3
4832,prdb-3539,US,Government,null,null,null,Physical Theft,100,null,null,3
4834,prdb-3541,US,Government,null,null,null,null,0,null,null,3
4846,prdb-3553,US,Government,null,null,null,null,0,null,null,3
4847,prdb-3554,US,Government,null,null,null,null,0,null,null,3
4850,prdb-3557,US,Government,null,null,null,null,0,null,null,3
4851,prdb-3558,US,Government,null,null,null,null,0,null,null,3
4854,prdb-3561,US,Government,null,null,null,null,109,null,null,3
4860,prdb-3567,US,Government,null,null,null,null,0,null,null,3
4862,prdb-3569,US,Government,null,null,null,null,0,null,null,3
4864,prdb-3571,US,Government,null,null,null,null,0,null,null,3
4872,prdb-3579,US,Government,null,null,null,null,0,null,null,3
4883,prdb-3590,US,Government,null,null,null,null,0,null,null,3
4886,prdb-3593,US,Government,null,null,null,null,0,null,null,3
4893,prdb-3600,US,Government,null,null,null,null,0,null,null,3
4898,prdb-3605,US,Government,null,null,null,null,0,null,null,3
4910,prdb-3617,US,Government,null,null,null,null,10,null,null,3
4911,prdb-3618,US,Government,null,null,null,null,11000,null,null,3
4915,prdb-3622,US,Government,null,null,null,null,0,null,null,3
4918,prdb-3625,US,Government,null,null,null,null,0,null,null,3
4922,prdb-3629,US,Government,null,null,null,null,0,null,null,3
4927,prdb-3634,US,Government,null,null,null,null,0,null,null,3
4931,prdb-3638,US,Government,null,null,null,null,0,null,null,3
4938,prdb-3645,US,Government,null,null,null,null,1000000,null,null,3
