,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
4820,prdb-3527,US,Government,null,null,null,null,2000,null,null,0
4823,prdb-3530,US,Government,null,null,null,null,2000,null,null,0
4825,prdb-3532,US,Government,null,null,null,null,1400,null,null,0
4828,prdb-3535,US,Government,null,null,null,null,1554,null,null,0
4830,prdb-3537,US,Government,null,null,null,null,185000,null,null,0
4831,prdb-3538,US,Government,null,null,null,Physical Assault,12000,null,null,0
4835,prdb-3542,US,Government,null,null,null,null,21000,null,null,0
4841,prdb-3548,US,Government,null,null,null,null,1200,null,null,0
4844,prdb-3551,US,Government,null,null,null,Spoof Forgery,1500,null,null,0
4857,prdb-3564,US,Government,null,null,null,null,1400,null,null,0
4865,prdb-3572,US,Government,null,null,null,null,1800,null,null,0
4866,prdb-3573,US,Government,null,null,null,Physical Theft,17000,null,null,0
4870,prdb-3577,US,Government,null,null,null,null,2100,null,null,0
4879,prdb-3586,US,Government,null,null,null,null,2000,null,null,0
4884,prdb-3591,US,Government,null,null,null,null,20400,null,null,0
4889,prdb-3596,US,Government,null,null,null,null,13000,null,null,0
4890,prdb-3597,US,Government,null,null,null,null,13000,null,null,0
4902,prdb-3609,US,Government,null,null,null,null,1367,null,null,0
4908,prdb-3615,US,Government,null,null,null,null,155,null,null,0
4919,prdb-3626,US,Government,null,null,null,null,20,null,null,0
4929,prdb-3636,US,Government,null,null,Configuration Phone,null,1600,null,null,0
4934,prdb-3641,US,Government,null,null,null,null,1600,null,null,0
4936,prdb-3643,US,Government,null,null,null,Physical Theft,1892,null,null,0
4937,prdb-3644,US,Government,null,null,null,null,2000,null,null,0
4944,prdb-3651,US,Government,null,null,null,null,140,null,null,0
4954,prdb-3661,US,Government,null,null,null,null,131000,null,null,0
4965,prdb-3672,US,Government,null,null,Configuration Phone,Physical Theft,16,null,null,0
4969,prdb-3676,US,Government,null,null,null,null,20,null,null,0
4988,prdb-3695,US,Government,null,null,null,Physical Theft,200,null,null,0
4995,prdb-3702,US,Government,null,null,null,Physical Theft,12000,null,null,0
4997,prdb-3704,US,Government,null,null,Physical Documents,null,1824,null,null,0
4999,prdb-3706,US,Government,null,null,null,null,207000,null,null,0
5004,prdb-3711,US,Government,null,null,null,Physical Theft,197,null,null,0
5014,prdb-3721,US,Government,null,null,null,null,139000,null,null,0
5015,prdb-3722,US,Government,null,null,null,null,139000,null,null,0
5018,prdb-3725,US,Government,null,null,Configuration Phone,null,1300,null,null,0
5027,prdb-3734,US,Government,null,null,Implementation Email,null,1300,null,null,0
5028,prdb-3735,US,Government,null,null,null,null,200,null,null,0
5029,prdb-3736,US,Government,null,null,null,null,126000,null,null,0
5030,prdb-3737,US,Government,null,null,Design Software,null,160,null,null,0
5044,prdb-3751,US,Government,null,null,null,null,2123,null,null,0
5052,prdb-3759,US,Government,null,null,Implementation Email,null,12000,null,null,0
5055,prdb-3762,US,Government,null,null,null,null,146,null,null,0
5062,prdb-3769,US,Government,null,null,Configuration Phone,null,15000,null,null,0
5064,prdb-3771,US,Government,null,null,null,null,140,null,null,0
5074,prdb-3781,US,Government,null,null,null,null,20,null,null,0
5088,prdb-3795,US,Government,null,null,null,null,150,null,null,0
5092,prdb-3799,US,Government,null,null,Configuration Phone,null,133000,null,null,0
5117,prdb-3824,US,Government,null,null,Physical Documents,null,14000,null,null,0
5120,prdb-3827,US,Government,null,null,null,null,1200,null,null,0
5122,prdb-3829,US,Government,null,null,null,null,1814,null,null,0
5125,prdb-3832,US,Government,null,null,null,Physical Theft,1696,null,null,0
5131,prdb-3838,US,Government,null,null,null,null,149,null,null,0
5138,prdb-3845,US,Government,null,null,null,null,1770,null,null,0
5150,prdb-3857,US,Government,null,null,null,null,130,null,null,0
5152,prdb-3859,US,Government,null,null,Configuration Website,null,1332,null,null,0
5155,prdb-3862,US,Government,null,null,Design Software,null,1245000,null,null,0
5189,prdb-3896,US,Government,null,null,Design Web application,null,17000,null,null,0
5190,prdb-3897,US,Government,null,null,Implementation Email,null,15,null,null,0
5202,prdb-3909,US,Government,null,null,Physical Documents,null,16,null,null,0
5220,prdb-3927,US,Government,null,null,Implementation Email,null,12,null,null,0
5231,prdb-3938,US,Government,null,null,null,null,1200,null,null,0
5238,prdb-3945,US,Government,null,null,null,null,132,null,null,0
5245,prdb-3952,US,Government,null,null,null,null,12000,null,null,0
5246,prdb-3953,US,Government,null,null,null,null,200,null,null,0
5253,prdb-3960,US,Government,null,null,null,null,2000,null,null,0
5257,prdb-3964,US,Government,null,null,Physical Documents Configuration Phone,null,127000,null,null,0
5267,prdb-3974,US,Government,null,null,null,Physical Theft,16000,null,null,0
5278,prdb-3985,US,Government,null,null,Configuration Website,null,1300,null,null,0
5279,prdb-3986,US,Government,null,null,null,null,12000,null,null,0
5288,prdb-3995,US,Government,null,null,null,null,18800,null,null,0
5296,prdb-4003,US,Government,null,null,Design Software,null,1700,null,null,0
5297,prdb-4004,US,Government,null,null,null,null,14000,null,null,0
5311,prdb-4018,US,Government,null,null,null,null,15000,null,null,0
5317,prdb-4024,US,Government,null,null,null,null,2000000,null,null,0
5328,prdb-4035,US,Government,null,null,null,null,18,null,null,0
5355,prdb-4062,US,Government,null,null,null,null,200000,null,null,0
5359,prdb-4066,US,Government,null,null,null,null,1700000,null,null,0
5364,prdb-4071,US,Government,null,null,null,null,134386,null,null,0
5373,prdb-4080,US,Government,null,null,null,Physical Theft,16659,null,null,0
5387,prdb-4094,US,Government,null,null,null,null,2,null,null,0
5395,prdb-4102,US,Government,null,null,null,null,144,null,null,0
5403,prdb-4110,US,Medical,null,null,null,null,140,null,null,0
5404,prdb-4111,US,Medical,null,null,null,Physical Theft,187000,null,null,0
5405,prdb-4112,US,Medical,null,null,null,null,16000,null,null,0
5407,prdb-4114,US,Medical,null,null,null,null,15000,null,null,0
5410,prdb-4117,US,Medical,null,null,null,null,130000,null,null,0
5414,prdb-4121,US,Medical,null,null,null,null,1600,null,null,0
5419,prdb-4126,US,Medical,null,null,null,Physical Theft,17000,null,null,0
5426,prdb-4133,US,Medical,null,null,null,null,17000,null,null,0
5435,prdb-4142,US,Medical,null,null,Configuration Phone,null,160000,null,null,0
5453,prdb-4160,US,Medical,null,null,null,null,17000,null,null,0
5454,prdb-4161,US,Medical,null,null,null,null,1600,null,null,0
5462,prdb-4169,US,Medical,null,null,null,null,1400,null,null,0
5468,prdb-4175,US,Medical,null,null,Configuration Phone,Physical Theft,14,null,null,0
5470,prdb-4177,US,Medical,null,null,null,null,128,null,null,0
5477,prdb-4184,US,Medical,null,null,null,null,135000,null,null,0
5478,prdb-4185,US,Medical,null,null,null,null,130000,null,null,0
5481,prdb-4188,US,Medical,null,null,Design Software,null,12000,null,null,0
5485,prdb-4192,US,Medical,null,null,null,null,1900,null,null,0
5495,prdb-4202,US,Medical,null,null,null,null,13000,null,null,0
5505,prdb-4212,US,Medical,null,null,null,null,17000,null,null,0
5519,prdb-4226,US,Medical,null,null,Configuration Phone,null,1485,null,null,0
5524,prdb-4231,US,Medical,null,Physical Attack Surveillance,null,Physical Theft,12000,null,null,0
5526,prdb-4233,US,Medical,null,null,null,Physical Theft,150000,null,null,0
5557,prdb-4264,US,Medical,null,null,null,null,2100000,null,null,0
5561,prdb-4268,US,Medical,null,null,null,null,2000,null,null,0
5565,prdb-4272,US,Medical,null,null,null,null,1900,null,null,0
5569,prdb-4276,US,Medical,null,null,null,null,1800,null,null,0
5572,prdb-4279,US,Medical,null,null,null,null,128000,null,null,0
5574,prdb-4281,US,Medical,null,null,null,null,202000,null,null,0
5575,prdb-4282,US,Medical,null,null,null,null,1200,null,null,0
5578,prdb-4285,US,Medical,null,null,Design Software Configuration Phone,null,1700,null,null,0
5581,prdb-4288,US,Medical,null,null,null,null,1600,null,null,0
5586,prdb-4293,US,Medical,null,null,null,null,1500,null,null,0
5587,prdb-4294,US,Medical,null,null,Physical Documents,null,150,null,null,0
5601,prdb-4308,US,Medical,null,null,null,null,14380,null,null,0
5619,prdb-4326,US,Medical,null,null,null,null,187000,null,null,0
5620,prdb-4327,US,Medical,null,null,null,null,1700,null,null,0
5630,prdb-4337,US,Medical,null,null,null,null,1500000,null,null,0
5656,prdb-4363,US,Medical,null,null,null,null,15000,null,null,0
5657,prdb-4364,US,Medical,null,null,Design Software Configuration Phone Removable media,null,15500,null,null,0
5658,prdb-4365,US,Medical,null,null,Configuration Phone,null,15500,null,null,0
5671,prdb-4378,US,Medical,null,null,null,null,1300,null,null,0
5678,prdb-4385,US,Medical,null,null,Configuration Phone,Physical Loss Theft,1220000,null,null,0
5683,prdb-4390,US,Medical,null,null,null,null,1907,null,null,0
5691,prdb-4398,US,Medical,null,null,null,null,1900,null,null,0
5692,prdb-4399,US,Medical,null,null,null,null,210,null,null,0
5697,prdb-4404,US,Medical,null,null,Configuration Network VPN,null,12580,null,null,0
5701,prdb-4408,US,Medical,null,null,null,null,12500,null,null,0
5706,prdb-4413,US,Medical,null,null,null,null,200,null,null,0
5724,prdb-4431,US,Medical,null,null,null,null,14,null,null,0
5731,prdb-4438,US,Medical,null,null,Configuration Phone,null,12,null,null,0
5733,prdb-4440,US,Medical,null,null,null,Physical Theft,20,null,null,0
5739,prdb-4446,US,Medical,null,null,Configuration Phone,null,12000,null,null,0
5743,prdb-4450,US,Medical,null,null,Configuration Phone,null,12000,null,null,0
5746,prdb-4453,US,Medical,null,null,Configuration Phone,null,1272,null,null,0
5756,prdb-4463,US,Medical,null,null,null,null,1430,null,null,0
5759,prdb-4466,US,Medical,null,null,null,null,180111,null,null,0
5760,prdb-4467,US,Medical,null,null,null,null,20000,null,null,0
5772,prdb-4479,US,Medical,null,null,null,null,1250,null,null,0
5788,prdb-4495,US,Medical,null,null,null,Physical Theft,1220000,null,null,0
5790,prdb-4497,US,Medical,null,null,null,null,130495,null,null,0
5792,prdb-4499,US,Medical,null,null,null,null,16291,null,null,0
5796,prdb-4503,US,Medical,null,null,null,null,1745,null,null,0
5797,prdb-4504,US,Medical,null,null,null,null,1907,null,null,0
5803,prdb-4510,US,Medical,null,null,null,null,2027,null,null,0
5806,prdb-4513,US,Medical,null,null,null,null,14000,null,null,0
5811,prdb-4518,US,Medical,null,null,Configuration Phone,Physical Theft,13000,null,null,0
5816,prdb-4523,US,Medical,null,null,null,null,130495,null,null,0
5824,prdb-4531,US,Medical,null,null,null,null,2047,null,null,0
5827,prdb-4534,US,Medical,null,null,null,null,1590,null,null,0
5829,prdb-4536,US,Medical,null,null,null,null,15000,null,null,0
5830,prdb-4537,US,Medical,null,null,null,null,1300,null,null,0
5833,prdb-4540,US,Medical,null,null,null,null,2000,null,null,0
5843,prdb-4550,US,Medical,null,null,null,null,1200,null,null,0
5849,prdb-4556,US,Medical,null,null,null,null,1646,null,null,0
5850,prdb-4557,US,Medical,null,null,null,null,1590,null,null,0
5856,prdb-4563,US,Medical,null,null,null,null,1309,null,null,0
5858,prdb-4565,US,Medical,null,null,null,Physical Theft,15,null,null,0
5860,prdb-4567,US,Medical,null,null,Design Software Configuration Phone Website,Physical Theft,13867,null,null,0
5861,prdb-4568,US,Medical,null,null,null,null,2089,null,null,0
5865,prdb-4572,US,Medical,null,null,null,null,16291,null,null,0
5869,prdb-4576,US,Medical,null,null,null,null,21000,null,null,0
5879,prdb-4586,US,Medical,null,null,Configuration Phone,null,13800,null,null,0
5883,prdb-4590,US,Medical,null,null,null,null,1309,null,null,0
5892,prdb-4599,US,Medical,null,null,null,null,1200,null,null,0
5893,prdb-4600,US,Medical,null,null,null,null,1711,null,null,0
5900,prdb-4607,US,Medical,null,null,null,null,1700,null,null,0
5902,prdb-4609,US,Medical,null,null,Physical Documents,null,1361,null,null,0
5904,prdb-4611,US,Medical,null,null,null,null,19222,null,null,0
5906,prdb-4613,US,Medical,null,null,null,null,1200,null,null,0
5908,prdb-4615,US,Medical,null,null,null,Physical Theft,2000,null,null,0
5911,prdb-4618,US,Medical,null,null,null,null,19,null,null,0
5912,prdb-4619,US,Medical,null,null,null,null,1200,null,null,0
5913,prdb-4620,US,Medical,null,null,null,null,1270,null,null,0
5915,prdb-4622,US,Medical,null,null,Physical Documents,Physical Theft,1361,null,null,0
5918,prdb-4625,US,Medical,null,null,null,null,2000,null,null,0
5919,prdb-4626,US,Medical,null,null,null,Physical Theft,2000,null,null,0
5920,prdb-4627,US,Medical,null,null,Implementation Email,null,1474,null,null,0
5921,prdb-4628,US,Medical,null,null,Implementation Email,null,1474,null,null,0
5922,prdb-4629,US,Medical,null,null,null,null,1199,null,null,0
5925,prdb-4632,US,Medical,null,null,null,null,1200,null,null,0
5927,prdb-4634,US,Medical,null,null,null,null,19200,null,null,0
5939,prdb-4646,US,Medical,null,null,Configuration Website,null,1270,null,null,0
5941,prdb-4648,US,Medical,null,null,null,null,1474,null,null,0
5942,prdb-4649,US,Medical,null,null,null,Physical Theft,1200,null,null,0
5948,prdb-4655,US,Medical,null,null,null,null,1298,null,null,0
5959,prdb-4666,US,Medical,null,null,Implementation Email,null,1500,null,null,0
5960,prdb-4667,US,Medical,null,null,null,null,128,null,null,0
5970,prdb-4677,US,Medical,null,null,null,null,12000,null,null,0
5972,prdb-4679,US,Medical,null,null,null,null,1550,null,null,0
5974,prdb-4681,US,Medical,null,null,null,null,12000,null,null,0
5979,prdb-4686,US,Medical,null,null,null,null,1400,null,null,0
5981,prdb-4688,US,Medical,null,null,null,null,1500,null,null,0
5985,prdb-4692,US,Medical,null,null,null,null,1400,null,null,0
5992,prdb-4699,US,Medical,null,null,null,null,1950,null,null,0
5998,prdb-4705,US,Medical,null,null,null,Physical Theft,1716,null,null,0
6012,prdb-4719,US,Medical,null,null,null,null,11982,null,null,0
6018,prdb-4725,US,Medical,null,null,null,null,1250,null,null,0
6031,prdb-4738,US,Medical,null,null,null,null,2000,null,null,0
6033,prdb-4740,US,Medical,null,null,Configuration Network,null,156000,null,null,0
6045,prdb-4752,US,Medical,null,null,null,null,11982,null,null,0
6046,prdb-4753,US,Medical,null,null,null,null,18871,null,null,0
6047,prdb-4754,US,Medical,null,null,null,null,1250,null,null,0
6048,prdb-4755,US,Medical,null,null,Implementation Email,null,1800,null,null,0
6052,prdb-4759,US,Medical,null,null,null,Physical Theft,1226,null,null,0
6054,prdb-4761,US,Medical,null,null,null,null,16200,null,null,0
6058,prdb-4765,US,Medical,null,null,null,null,12009,null,null,0
6060,prdb-4767,US,Medical,null,null,null,null,12000,null,null,0
6064,prdb-4771,US,Medical,null,null,null,null,13,null,null,0
6066,prdb-4773,US,Medical,null,null,null,null,156000,null,null,0
6068,prdb-4775,US,Medical,null,null,null,null,16200,null,null,0
6070,prdb-4777,US,Medical,null,null,null,null,2000,null,null,0
6072,prdb-4779,US,Medical,null,null,null,null,1250,null,null,0
6081,prdb-4788,US,Medical,null,null,Design Software Configuration Phone,null,1700000,null,null,0
6105,prdb-4812,US,Medical,null,null,null,null,1900000,null,null,0
6113,prdb-4820,US,Medical,null,null,null,null,1470,null,null,0
6120,prdb-4827,US,Medical,null,null,Configuration Website,null,12000,null,null,0
6127,prdb-4834,US,Medical,null,null,null,null,132940,null,null,0
6131,prdb-4838,US,Medical,null,null,null,null,1215,null,null,0
6132,prdb-4839,US,Medical,null,null,null,null,1200,null,null,0
6136,prdb-4843,US,Medical,null,null,null,null,1900000,null,null,0
6137,prdb-4844,US,Medical,null,null,Implementation Malfunction,null,13500,null,null,0
6141,prdb-4848,US,Medical,null,null,Physical Partner,null,15000,null,null,0
6155,prdb-4862,US,Medical,null,null,null,null,20744,null,null,0
6156,prdb-4863,US,Medical,null,null,null,null,1500,null,null,0
6166,prdb-4873,US,Medical,null,null,null,null,1388,null,null,0
6167,prdb-4874,US,Medical,null,null,null,null,20000,null,null,0
6168,prdb-4875,US,Medical,null,null,null,Physical Theft,16000,null,null,0
6178,prdb-4885,US,Medical,null,null,null,Physical Theft,1500,null,null,0
6180,prdb-4887,US,Medical,null,null,Physical Partner Configuration Website,null,15000,null,null,0
6182,prdb-4889,US,Medical,null,null,null,null,13412,null,null,0
6197,prdb-4904,US,Medical,null,null,null,null,17000,null,null,0
6199,prdb-4906,US,Medical,null,null,null,null,2000,null,null,0
6200,prdb-4907,US,Medical,null,null,Physical Documents Configuration Website,null,1691,null,null,0
6201,prdb-4908,US,Medical,null,null,null,null,1280,null,null,0
6202,prdb-4909,US,Medical,null,null,null,null,15727,null,null,0
6203,prdb-4910,US,Medical,null,null,Implementation Email,null,1263,null,null,0
6204,prdb-4911,US,Medical,null,null,null,null,1192,null,null,0
6205,prdb-4912,US,Medical,null,null,null,null,1800,null,null,0
6208,prdb-4915,US,Medical,null,null,null,null,15677,null,null,0
6214,prdb-4921,US,Medical,null,null,null,null,1280,null,null,0
6217,prdb-4924,US,Medical,null,null,null,null,1288,null,null,0
6218,prdb-4925,US,Medical,null,null,Physical Partner,null,176300,null,null,0
6229,prdb-4936,US,Medical,null,null,null,null,1200,null,null,0
6231,prdb-4938,US,Medical,null,null,null,null,1938,null,null,0
6232,prdb-4939,US,Medical,null,null,null,Physical Theft,1562,null,null,0
6247,prdb-4954,US,Medical,null,null,null,null,19799,null,null,0
6250,prdb-4957,US,Medical,null,null,null,null,1378,null,null,0
6255,prdb-4962,US,Medical,null,null,null,null,1500,null,null,0
6256,prdb-4963,US,Medical,null,null,null,null,1200,null,null,0
6258,prdb-4965,US,Medical,null,null,null,Physical Theft,1400,null,null,0
6259,prdb-4966,US,Medical,null,null,Physical Documents,Spoof Forgery,1438,null,null,0
6274,prdb-4981,US,Medical,null,null,null,null,1288,null,null,0
6277,prdb-4984,US,Medical,null,null,null,null,12,null,null,0
6278,prdb-4985,US,Medical,null,null,null,null,1432,null,null,0
6280,prdb-4987,US,Medical,null,null,null,null,172,null,null,0
6281,prdb-4988,US,Medical,null,null,null,null,1900,null,null,0
6283,prdb-4990,US,Medical,null,null,null,null,19651,null,null,0
6286,prdb-4993,US,Medical,null,null,null,null,12,null,null,0
6289,prdb-4996,US,Medical,null,null,null,null,1800,null,null,0
6291,prdb-4998,US,Medical,null,null,null,null,2059,null,null,0
6292,prdb-4999,US,Medical,null,null,null,Physical Theft,1870,null,null,0
6293,prdb-5000,US,Medical,null,null,null,null,1200,null,null,0
6294,prdb-5001,US,Medical,null,null,null,null,1696,null,null,0
6304,prdb-5011,US,Medical,null,null,Configuration Phone,null,14,null,null,0
6305,prdb-5012,US,Medical,null,null,Configuration Network,null,1300,null,null,0
6306,prdb-5013,US,Medical,null,null,null,null,1797,null,null,0
6310,prdb-5017,US,Medical,null,null,Physical Personal vehicle,null,1259,null,null,0
6315,prdb-5022,US,Medical,null,null,null,null,14623,null,null,0
6323,prdb-5030,US,Medical,null,null,Configuration Phone Network,Physical Theft Spoof Scam,12000,null,null,0
6325,prdb-5032,US,Medical,null,null,null,null,1631,null,null,0
6333,prdb-5040,US,Medical,null,null,null,null,1600000,null,null,0
6339,prdb-5046,US,Medical,null,null,null,null,12784,null,null,0
6343,prdb-5050,US,Medical,null,null,null,null,2059,null,null,0
6345,prdb-5052,US,Medical,null,null,Configuration Network,null,1300,null,null,0
6348,prdb-5055,US,Medical,null,null,null,null,14750,null,null,0
6349,prdb-5056,US,Medical,null,null,Configuration Removable media,null,1472,null,null,0
6358,prdb-5065,US,Medical,null,null,null,Physical Theft,1800,null,null,0
6375,prdb-5082,US,Medical,null,null,null,Physical Loss Theft,16288,null,null,0
6377,prdb-5084,US,Medical,null,null,null,null,12563,null,null,0
6379,prdb-5086,US,Medical,null,null,null,null,200,null,null,0
6380,prdb-5087,US,Medical,null,null,Implementation Email,null,1537,null,null,0
6388,prdb-5095,US,Medical,null,null,Configuration Phone,Physical Theft,1311,null,null,0
6401,prdb-5108,US,Medical,null,null,null,null,2000,null,null,0
6402,prdb-5109,US,Medical,null,null,null,null,2000,null,null,0
6403,prdb-5110,US,Medical,null,null,null,null,1537,null,null,0
6407,prdb-5114,US,Medical,null,null,null,null,12563,null,null,0
6410,prdb-5117,US,Medical,null,null,null,null,1472,null,null,0
6417,prdb-5124,US,Medical,null,null,null,null,17000,null,null,0
6421,prdb-5128,US,Medical,null,null,null,Physical Theft,1475,null,null,0
6423,prdb-5130,US,Medical,null,null,null,null,140,null,null,0
6425,prdb-5132,US,Medical,null,null,Physical Documents,null,1336,null,null,0
6431,prdb-5138,US,Medical,null,null,null,null,180,null,null,0
6433,prdb-5140,US,Medical,null,null,null,null,1300,null,null,0
6438,prdb-5145,US,Medical,null,null,null,Physical Theft,200,null,null,0
6440,prdb-5147,US,Medical,null,null,null,null,1700,null,null,0
6448,prdb-5155,US,Medical,null,null,null,null,1444,null,null,0
6450,prdb-5157,US,Medical,null,null,null,null,1423,null,null,0
6456,prdb-5163,US,Medical,null,null,Configuration Website,null,1219,null,null,0
6457,prdb-5164,US,Medical,null,null,null,null,1219,null,null,0
6459,prdb-5166,US,Medical,null,null,null,null,2000,null,null,0
6462,prdb-5169,US,Medical,null,null,null,null,2070,null,null,0
6464,prdb-5171,US,Medical,null,null,null,null,14000,null,null,0
6466,prdb-5173,US,Medical,null,null,null,Physical Theft,17000,null,null,0
6468,prdb-5175,US,Medical,null,null,null,Physical Theft,1670,null,null,0
6470,prdb-5177,US,Medical,null,null,null,null,1700,null,null,0
6471,prdb-5178,US,Medical,null,null,null,null,1366,null,null,0
6474,prdb-5181,US,Medical,null,Physical Attack Surveillance,Design Software,null,1287,null,null,0
6478,prdb-5185,US,Medical,null,null,null,null,1549,null,null,0
6483,prdb-5190,US,Medical,null,null,null,null,2088,null,null,0
6487,prdb-5194,US,Medical,null,null,Physical Documents,null,1182,null,null,0
6498,prdb-5205,US,Medical,null,null,null,null,1500,null,null,0
6499,prdb-5206,US,Medical,null,null,null,null,1182,null,null,0
6505,prdb-5212,US,Medical,null,null,null,null,1431,null,null,0
6506,prdb-5213,US,Medical,null,null,null,Physical Loss,14000,null,null,0
6514,prdb-5221,US,Medical,null,null,null,null,1972,null,null,0
6515,prdb-5222,US,Medical,null,null,null,null,125,null,null,0
6518,prdb-5225,US,Medical,null,null,null,null,1549,null,null,0
6520,prdb-5227,US,Medical,null,null,null,null,1444,null,null,0
6521,prdb-5228,US,Medical,null,null,null,null,1287,null,null,0
6522,prdb-5229,US,Medical,null,null,null,Physical Theft,20000,null,null,0
6523,prdb-5230,US,Medical,null,null,null,Physical Theft,1300,null,null,0
6526,prdb-5233,US,Medical,null,null,null,null,1370,null,null,0
6538,prdb-5245,US,Medical,null,null,Implementation Email,null,1229,null,null,0
6544,prdb-5251,US,Medical,null,null,null,null,2000,null,null,0
6554,prdb-5261,US,Medical,null,null,null,null,2100,null,null,0
6584,prdb-5291,US,Medical,null,null,null,null,1655,null,null,0
6585,prdb-5292,US,Medical,null,null,Configuration Network,null,1597,null,null,0
6597,prdb-5304,US,Medical,null,null,null,null,19100,null,null,0
6600,prdb-5307,US,Medical,null,null,null,null,12,null,null,0
6601,prdb-5308,US,Medical,null,null,null,null,17000,null,null,0
6602,prdb-5309,US,Medical,null,null,null,null,1900,null,null,0
6603,prdb-5310,US,Medical,null,null,null,null,17130,null,null,0
6607,prdb-5314,US,Medical,null,null,null,null,15000,null,null,0
6612,prdb-5319,US,Medical,null,null,null,null,12937,null,null,0
6621,prdb-5328,US,Medical,null,null,null,null,1444,null,null,0
6627,prdb-5334,US,Medical,null,null,Physical Documents Configuration Phone,Physical Theft,1400,null,null,0
6628,prdb-5335,US,Medical,null,null,null,null,1409,null,null,0
6640,prdb-5347,US,Medical,null,null,Implementation Email,Delete Destruction,1500,null,null,0
6645,prdb-5352,US,Medical,null,null,null,null,1298,null,null,0
6652,prdb-5359,US,Medical,null,null,Configuration Network Website,Physical Theft,1597,null,null,0
6666,prdb-5373,US,Medical,null,null,null,null,1504,null,null,0
6672,prdb-5379,US,Medical,null,null,null,null,15000,null,null,0
6675,prdb-5382,US,Medical,null,null,null,null,1240,null,null,0
6678,prdb-5385,US,Medical,null,null,Configuration Phone,Physical Theft,14495,null,null,0
6680,prdb-5387,US,Medical,null,null,null,null,1945,null,null,0
6695,prdb-5402,US,Medical,null,null,Configuration Phone,null,1175,null,null,0
6699,prdb-5406,US,Medical,null,null,null,Physical Theft,1504,null,null,0
6706,prdb-5413,US,Medical,null,null,null,Physical Theft,15,null,null,0
6707,prdb-5414,US,Medical,null,null,null,null,15,null,null,0
6721,prdb-5428,US,Medical,null,null,null,null,13000,null,null,0
6728,prdb-5435,US,Medical,null,null,Implementation Email,null,170,null,null,0
6731,prdb-5438,US,Medical,null,null,null,null,15000,null,null,0
6739,prdb-5446,US,Medical,null,null,null,null,13074,null,null,0
6743,prdb-5450,US,Medical,null,null,Configuration Phone Network,null,13000,null,null,0
6751,prdb-5458,US,Medical,null,null,null,null,18000,null,null,0
6754,prdb-5461,US,Medical,null,null,null,null,18000,null,null,0
6759,prdb-5466,US,Medical,null,null,null,null,1500,null,null,0
6770,prdb-5477,US,Medical,null,null,Configuration Website,Physical Loss,14004,null,null,0
6776,prdb-5483,US,Medical,null,null,null,null,14004,null,null,0
6780,prdb-5487,US,Medical,null,null,Configuration Phone Network,null,13000,null,null,0
6786,prdb-5493,US,Medical,null,null,null,null,18000,null,null,0
6788,prdb-5495,US,Medical,null,null,null,null,14511,null,null,0
6794,prdb-5501,US,Medical,null,null,Physical Documents,null,1500,null,null,0
6795,prdb-5502,US,Medical,null,null,Design Software Configuration Phone,null,1306,null,null,0
6798,prdb-5505,US,Medical,null,null,null,null,1749,null,null,0
6799,prdb-5506,US,Medical,null,null,Configuration Phone,null,1370,null,null,0
6800,prdb-5507,US,Medical,null,null,null,null,1370,null,null,0
6805,prdb-5512,US,Medical,null,null,null,null,1500,null,null,0
6812,prdb-5519,US,Medical,null,null,null,null,1846,null,null,0
6815,prdb-5522,US,Medical,null,null,null,null,1846,null,null,0
6820,prdb-5527,US,Medical,null,null,Configuration Website,null,14000,null,null,0
6837,prdb-5544,US,Medical,null,null,null,Physical Theft,1306,null,null,0
6841,prdb-5548,US,Medical,null,null,null,null,1749,null,null,0
6856,prdb-5563,US,Medical,null,null,Configuration Phone,null,13619,null,null,0
6866,prdb-5573,US,Medical,null,null,null,null,1483,null,null,0
6868,prdb-5575,US,Medical,null,null,null,null,1400,null,null,0
6870,prdb-5577,US,Medical,null,null,null,null,19178,null,null,0
6876,prdb-5583,US,Medical,null,null,null,null,1184,null,null,0
6889,prdb-5596,US,Medical,null,null,null,null,16988,null,null,0
6890,prdb-5597,US,Medical,null,null,null,Physical Theft,124,null,null,0
6896,prdb-5603,US,Medical,null,null,null,null,1200,null,null,0
6897,prdb-5604,US,Medical,null,null,null,null,1182,null,null,0
6905,prdb-5612,US,Medical,null,null,null,null,1368,null,null,0
6911,prdb-5618,US,Medical,null,null,null,null,1819,null,null,0
6932,prdb-5639,US,Medical,null,null,null,null,18162,null,null,0
6937,prdb-5644,US,Medical,null,null,null,null,1200,null,null,0
6939,prdb-5646,US,Medical,null,null,Configuration Network,null,1382,null,null,0
6940,prdb-5647,US,Medical,null,null,null,null,1400,null,null,0
6941,prdb-5648,US,Medical,null,null,Configuration Website,null,12299,null,null,0
6953,prdb-5660,US,Medical,null,null,null,null,18,null,null,0
6957,prdb-5664,US,Medical,null,null,null,null,2082,null,null,0
6961,prdb-5668,US,Medical,null,null,Configuration Network,null,14519,null,null,0
6962,prdb-5669,US,Medical,null,null,null,null,12542,null,null,0
6963,prdb-5670,US,Medical,null,null,null,Physical Theft,13617,null,null,0
6976,prdb-5683,US,Medical,null,null,null,null,1416,null,null,0
6989,prdb-5696,US,Medical,null,null,null,null,14829,null,null,0
6990,prdb-5697,US,Medical,null,null,Physical Partner,null,17300,null,null,0
6992,prdb-5699,US,Medical,null,null,null,Delete Destruction,1580,null,null,0
