,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
2325,prdb-1032,US,Airport Operations,null,null,null,Physical Theft,79000,null,null,2
2326,prdb-1033,US,Airport Operations,null,null,null,null,79000,null,null,2
2331,prdb-1038,US,Legal Services,null,null,Physical Documents,null,75,null,null,2
2336,prdb-1043,US,Legal Services,null,null,null,null,25,null,null,2
2337,prdb-1044,US,Transport,null,null,null,Physical Theft,24,null,null,2
2340,prdb-1047,US,Associations,null,null,Configuration Website,null,2811,null,null,2
2351,prdb-1058,US,Metal Industry,null,null,Design Software,Delete Destruction,514,null,null,2
2352,prdb-1059,US,Real Estate,null,null,Physical Documents,Physical Theft,30,null,null,2
2356,prdb-1063,US,Manufacturing,null,null,Physical Documents,null,50,null,null,2
2358,prdb-1065,US,Finance,null,null,Configuration Network,null,1800,null,null,2
2360,prdb-1067,US,Information Technology,null,null,Implementation Email Configuration Network Website,null,60000,null,null,2
2362,prdb-1069,US,Information Technology,null,null,null,null,8000,null,null,2
2364,prdb-1071,US,Airport Operations,null,null,null,null,350,null,null,2
2367,prdb-1074,US,Publisher,null,null,null,null,400000,null,null,2
2373,prdb-1080,US,Entertainment,null,null,Configuration Website,null,864,null,null,2
2375,prdb-1082,US,Telecommunications,null,Information Exchange Spam,Implementation Email,Physical Loss Spoof Phishing,250000000,null,null,2
2380,prdb-1087,US,Information Technology,null,null,null,null,40,null,null,2
2382,prdb-1089,US,Warehousing and Storage,null,null,Configuration Phone,null,91,null,null,2
2383,prdb-1090,US,Information Technology,null,null,Implementation Email Configuration Website,null,8000,null,null,2
2384,prdb-1091,US,Associations,null,null,Implementation Email Configuration Phone,null,2000,null,null,2
2387,prdb-1094,US,Information Technology,null,null,Implementation Email Configuration Phone,null,363,null,null,2
2393,prdb-1100,US,Consulting Services,null,null,null,null,74,null,null,2
2396,prdb-1103,US,Legal Services,null,null,null,null,300000,null,null,2
2398,prdb-1105,US,Publisher,null,null,Implementation Email Configuration Phone,null,800,null,null,2
2403,prdb-1110,US,Information Technology,null,null,null,null,884,null,null,2
2405,prdb-1112,US,Information Technology,null,null,Implementation Email Configuration Website,null,20000,null,null,2
2406,prdb-1113,US,Medical,null,null,null,null,82265,null,null,2
2407,prdb-1114,US,Associations,null,null,null,null,4000,null,null,2
2408,prdb-1115,US,Insurance,null,null,Configuration Phone,Physical Loss Theft,5117800,null,null,2
2411,prdb-1118,US,Consulting Services,null,null,null,Physical Theft,863,null,null,2
2418,prdb-1125,US,Real Estate,null,null,null,Physical Theft,621,null,null,2
2420,prdb-1127,US,Information Technology,null,null,Implementation Email,null,382,null,null,2
2421,prdb-1128,US,Medical,null,null,null,Physical Theft,237,null,null,2
2423,prdb-1130,US,Insurance,null,null,Configuration Phone,Physical Loss,7019,null,null,2
2424,prdb-1131,US,Information Technology,null,null,Implementation Email,null,50000,null,null,2
2426,prdb-1133,US,Associations,null,null,null,null,40,null,null,2
2430,prdb-1137,US,Real Estate,null,null,Implementation Email,null,625,null,null,2
2432,prdb-1139,US,Manufacturing,null,null,null,Physical Theft,90,null,null,2
2438,prdb-1145,US,Information Technology,null,Physical Attack Surveillance,Implementation Email Configuration Phone Website,null,68063,null,null,2
2441,prdb-1148,US,Research,null,null,Configuration Phone,null,2184,null,null,2
2443,prdb-1150,US,Airport Operations,null,null,Configuration Website,null,20,null,null,2
2445,prdb-1152,US,Manufacturing,null,null,Implementation Email Configuration Phone,null,3410,null,null,2
2446,prdb-1153,US,Information Technology,null,null,Implementation Email,null,214,null,null,2
2447,prdb-1154,US,Information Technology,null,null,Implementation Email Configuration Website,null,4504,null,null,2
2449,prdb-1156,US,Information Technology,null,null,null,Spoof Scam,250,null,null,2
2453,prdb-1160,US,Information Technology,null,null,Implementation Email Configuration Website,null,5860,null,null,2
2454,prdb-1161,US,Sport,null,null,Implementation Email Configuration Phone,null,2026,null,null,2
2455,prdb-1162,US,Associations,null,null,Implementation Email Configuration Website,null,540,null,null,2
2456,prdb-1163,US,Civil Services,null,null,Implementation Email,null,23,null,null,2
2458,prdb-1165,US,Information Technology,null,null,Implementation Email,null,39,null,null,2
2460,prdb-1167,US,Other Services,null,null,null,null,454,null,null,2
2461,prdb-1168,US,Information Technology,null,null,Implementation Email,null,279,null,null,2
2462,prdb-1169,US,Information Technology,null,null,Implementation Email,null,686,null,null,2
2466,prdb-1173,US,Information Technology,null,null,Implementation Email,null,647,null,null,2
2471,prdb-1178,US,Sport,null,null,Implementation Email,null,8855,null,null,2
2473,prdb-1180,US,Tourism,null,null,null,null,500,null,null,2
2474,prdb-1181,US,Information Technology,null,null,Implementation Email,null,353,null,null,2
2476,prdb-1183,US,Information Technology,null,null,Implementation Email,null,24,null,null,2
2479,prdb-1186,US,Information Technology,null,null,Implementation Email Configuration Website,null,3657,null,null,2
2480,prdb-1187,US,Information Technology,null,null,null,null,687,null,null,2
2482,prdb-1189,US,Associations,null,null,Implementation Email,null,35959,null,null,2
2483,prdb-1190,US,Consulting Services,null,null,Implementation Email,null,330,null,null,2
2491,prdb-1198,US,Information Technology,null,null,Implementation Email,null,647,null,null,2
2492,prdb-1199,US,Publisher,null,null,Implementation Email,null,203,null,null,2
2494,prdb-1201,US,Information Technology,null,null,Implementation Email,null,1926,null,null,2
2496,prdb-1203,US,Information Technology,null,null,Implementation Email,null,948,null,null,2
2497,prdb-1204,US,Telecommunications,null,null,Implementation Email,null,294,null,null,2
2499,prdb-1206,US,Publisher,null,null,Implementation Email,null,2109,null,null,2
2501,prdb-1208,US,Consulting Services,null,null,Implementation Email,null,6378,null,null,2
2508,prdb-1215,US,Information Technology,null,null,null,null,420000,null,null,2
2509,prdb-1216,US,Information Technology,null,null,null,null,453492,null,null,2
2510,prdb-1217,US,Information Technology,null,null,Configuration Phone Website,null,32000,null,null,2
2512,prdb-1219,US,Information Technology,null,null,Implementation Email Configuration Phone,null,50000,null,null,2
2524,prdb-1231,US,Information Technology,null,null,Implementation Email,null,230,null,null,2
2525,prdb-1232,US,Information Technology,null,null,null,Physical Theft,500,null,null,2
2532,prdb-1239,US,Information Technology,null,null,Implementation Email,null,250000,null,null,2
2541,prdb-1248,US,Information Technology,null,null,Implementation Email,null,50000000,null,null,2
2549,prdb-1256,US,Utilities,null,null,Configuration Website,null,5100,null,null,2
2551,prdb-1258,US,Information Technology,null,null,Implementation Email,null,29000000,null,null,2
2558,prdb-1265,US,Event Organizers,null,null,Implementation Email,null,22900,null,null,2
2563,prdb-1270,US,Entertainment,null,null,Configuration Network,null,56000,null,null,2
2564,prdb-1271,US,Information Technology,null,null,Implementation Email Configuration Phone,null,6000000,null,null,2
2570,prdb-1277,US,Airport Operations,null,null,Design Programming error,null,40000,null,null,2
2571,prdb-1278,US,Airport Operations,null,null,Design Programming error,null,4500,null,null,2
2572,prdb-1279,US,Airport Operations,null,null,Implementation Email,null,7700,null,null,2
2573,prdb-1280,US,Technical Services,null,null,null,null,70000,null,null,2
2577,prdb-1284,US,Other Services,null,null,null,Physical Theft,82160,null,null,2
2579,prdb-1286,US,Printing Services,null,null,Configuration Phone Website,null,232,null,null,2
2581,prdb-1288,US,Government,null,null,Configuration Website,null,979,null,null,2
2584,prdb-1291,US,Telecommunications,null,null,Configuration Phone,null,74000,null,null,2
2590,prdb-1297,US,Information Technology,null,null,null,Physical Theft Spoof Scam,3100000,null,null,2
2595,prdb-1302,US,Information Technology,null,null,null,null,22,null,null,2
2596,prdb-1303,US,Insurance,null,null,Implementation Email,Physical Theft,5232,null,null,2
2597,prdb-1304,US,Information Technology,null,null,null,null,850000,null,null,2
2598,prdb-1305,US,Information Technology,null,null,Implementation Email,null,860000,null,null,2
2603,prdb-1310,US,Information Technology,null,null,Design Software Configuration Website,null,2000000,null,null,2
2604,prdb-1311,US,Event Organizers,null,null,null,null,300,null,null,2
2624,prdb-1331,US,Legal Services,null,null,Physical Documents Design Software Implementation SMS Configuration Website,Physical Theft,441,null,null,2
2626,prdb-1333,US,Insurance,null,null,null,null,23,null,null,2
2627,prdb-1334,US,Transport,null,null,null,null,466,null,null,2
2628,prdb-1335,US,Information Technology,null,Information Exchange Spam,Implementation Email,Spoof Phishing,50000,null,null,2
2630,prdb-1337,US,Information Technology,null,null,Implementation Email Configuration Phone,null,36802,null,null,2
2637,prdb-1344,US,Manufacturing,null,null,null,Physical Loss,35000,null,null,2
2638,prdb-1345,US,Wholesaler,null,null,Configuration Phone,null,5867,null,null,2
2645,prdb-1352,US,Employment Services,null,null,Physical Documents Implementation Email,null,550,null,null,2
2665,prdb-1372,US,Sport,null,null,null,null,80,null,null,2
2669,prdb-1376,US,Tourism,null,null,null,null,55000,null,null,2
2673,prdb-1380,US,Information Technology,null,null,Configuration Website,null,200000,null,null,2
2675,prdb-1382,US,Entertainment,null,null,Physical Documents Design Software Implementation Email Configuration Network,null,47000,null,null,2
2681,prdb-1388,US,Security Services,null,null,Configuration Network,null,48439,null,null,2
2697,prdb-1404,US,Medical,null,null,Configuration Phone Website,null,8700,null,null,2
2698,prdb-1405,US,Research,null,null,null,null,700000,null,null,2
2700,prdb-1407,US,Information Technology,null,null,null,null,50000,null,null,2
2706,prdb-1413,US,Telecommunications,null,null,Configuration Phone,null,280000,null,null,2
2708,prdb-1415,US,Manufacturing,null,null,Design Software,null,4200,null,null,2
2709,prdb-1416,US,Information Technology,null,null,Implementation Email Configuration Website,null,3500000,null,null,2
2720,prdb-1427,US,Information Technology,null,null,Physical Partner Implementation Email Configuration Network Website,null,37000000,null,null,2
2731,prdb-1438,US,Information Technology,null,null,null,null,93000,null,null,2
2737,prdb-1444,US,Information Technology,null,null,Implementation Email Configuration Website Misconfiguration,null,663200,null,null,2
2748,prdb-1455,US,Information Technology,null,Physical Attack Surveillance,Physical Partner,null,674,null,null,2
2749,prdb-1456,US,Support Services,null,null,Physical Documents Design Software,null,60000,null,null,2
2758,prdb-1465,US,Associations,null,null,null,null,6400,null,null,2
2761,prdb-1468,US,Telecommunications,null,null,Implementation Email Configuration Website,null,590000,null,null,2
2769,prdb-1476,US,Manufacturing,null,null,Implementation Email,null,5100000,null,null,2
2774,prdb-1481,US,Information Technology,null,null,null,null,30000,null,null,2
2777,prdb-1484,US,Real Estate,null,null,null,Physical Theft,3,null,null,2
2791,prdb-1498,US,Entertainment,null,null,null,null,320000,null,null,2
2792,prdb-1499,US,Rental,null,null,null,Physical Theft,43,null,null,2
2793,prdb-1500,US,Retailer,null,null,null,Physical Theft,37,null,null,2
2801,prdb-1508,US,Information Technology,null,null,Implementation Email,null,325000,null,null,2
2806,prdb-1513,US,Retailer,null,null,Configuration Phone Website,null,5200,null,null,2
2808,prdb-1515,US,Consulting Services,null,null,Implementation Email,null,659,null,null,2
2812,prdb-1519,US,Information Technology,null,null,null,Spoof Scam Phishing,700,null,null,2
2843,prdb-1550,US,Information Technology,null,null,null,null,431000,null,null,2
2846,prdb-1553,US,Information Technology,null,Script or Program Extortion,Implementation Email,Spoof Phishing,65469300,null,null,2
2853,prdb-1560,US,Information Technology,null,null,null,null,360000000,null,null,2
2854,prdb-1561,US,Legal Services,null,null,Configuration Network,null,2500,null,null,2
2858,prdb-1565,US,Information Technology,null,null,null,null,32000000,null,null,2
2860,prdb-1567,US,Information Technology,null,null,Implementation Email Configuration Website,null,35000,null,null,2
2877,prdb-1584,US,Entertainment,null,null,Implementation Email,null,365000,null,null,2
2878,prdb-1585,US,Retailer,null,null,Configuration Phone,null,7820,null,null,2
2881,prdb-1588,US,Manufacturing,null,null,Design Software Configuration Website,null,6000,null,null,2
2885,prdb-1592,US,Information Technology,null,null,Implementation Email,null,808000,null,null,2
2887,prdb-1594,US,Entertainment,null,null,Implementation Email,null,50000,null,null,2
2891,prdb-1598,US,Information Technology,null,null,Design Software Implementation Email Configuration Website,null,800000,null,null,2
2892,prdb-1599,US,Support Services,null,null,Implementation Email,null,659,null,null,2
2893,prdb-1600,US,Food Establishment,null,null,Implementation Email,null,2000,null,null,2
2895,prdb-1602,US,Associations,null,null,null,null,4,null,null,2
2896,prdb-1603,US,Information Technology,null,null,Implementation Email Configuration Network Website,null,6600000,null,null,2
2902,prdb-1609,US,Information Technology,null,null,null,null,500000000,null,null,2
2909,prdb-1616,US,Information Technology,null,null,Implementation Email Configuration Website,null,43430300,null,null,2
2911,prdb-1618,US,Political Organization,null,null,Design Software Implementation Email Configuration Phone,null,336,null,null,2
2912,prdb-1619,US,Information Technology,null,null,Implementation Email,null,22535000,null,null,2
2923,prdb-1630,US,Information Technology,null,null,Physical Partner Implementation Email Configuration Network,null,412000000,null,null,2
2929,prdb-1636,US,Consulting Services,null,null,Configuration Phone,null,2892,null,null,2
2932,prdb-1639,US,Medical,null,null,null,Physical Theft,626,null,null,2
2935,prdb-1642,US,Information Technology,null,null,Physical Documents Implementation Email Configuration Phone,Physical Theft,3000000000,null,null,2
2945,prdb-1652,US,Information Technology,null,null,Configuration Phone Website,null,220000,null,null,2
2961,prdb-1668,US,Information Technology,null,null,Design Software Configuration Network Website,null,4300000,null,null,2
2966,prdb-1673,US,Airport Operations,null,null,Design Software Implementation Email Configuration Website,null,36000,null,null,2
2967,prdb-1674,US,Retailer,null,null,Implementation Email Configuration Phone,null,2000000,null,null,2
2970,prdb-1677,US,Manufacturing,null,null,null,Physical Theft,2400,null,null,2
2972,prdb-1679,US,Event Organizers,null,null,Implementation Email Configuration Phone,Spoof Phishing,950000,null,null,2
2978,prdb-1685,US,Information Technology,null,null,Implementation Email,null,2,null,null,2
2981,prdb-1688,US,Consulting Services,null,null,Implementation Email Configuration Phone,null,33500000,null,null,2
2982,prdb-1689,US,Information Technology,null,null,null,Spoof Phishing,69,null,null,2
2983,prdb-1690,US,Manufacturing,null,null,null,null,48,null,null,2
3001,prdb-1708,US,Information Technology,null,null,Configuration Website,null,2100000,null,null,2
3028,prdb-1735,US,Information Technology,null,null,Design Software,null,32000,null,null,2
3029,prdb-1736,US,Entertainment,null,null,Implementation Email,Spoof Scam Phishing,18000,null,null,2
3032,prdb-1739,US,Information Technology,null,null,null,null,5000,null,null,2
3044,prdb-1751,US,Support Services,null,null,Implementation Email Configuration Phone,null,198000000,null,null,2
3050,prdb-1757,US,Telecommunications,null,null,Configuration Phone,Physical Loss Theft,6000000,null,null,2
3064,prdb-1771,US,Information Technology,null,null,Design Software,null,4000000,null,null,2
3065,prdb-1772,US,Information Technology,null,null,null,null,26000,null,null,2
3067,prdb-1774,US,Information Technology,null,null,null,null,593328,null,null,2
3070,prdb-1777,US,Transport,null,Physical Attack Surveillance,Implementation Email Configuration Website,null,540000,null,null,2
3073,prdb-1780,US,Telecommunications,null,null,Implementation Email Configuration Phone Website,null,69600000,null,null,2
3074,prdb-1781,US,Information Technology,null,null,Implementation Email,null,8000000,null,null,2
3075,prdb-1782,US,Retailer,null,null,Implementation Email,null,2000000,null,null,2
3078,prdb-1785,US,NPO,null,null,Implementation Email,null,4844,null,null,2
3089,prdb-1796,US,Food Establishment,null,null,Implementation Email Configuration Website,null,60000,null,null,2
3091,prdb-1798,US,Information Technology,null,null,Implementation Email Configuration Phone,null,57000000,null,null,2
3096,prdb-1803,CA,Information Technology,null,null,Configuration Network,null,1600000,null,null,2
3097,prdb-1804,US,Utilities,null,null,null,null,844,null,null,2
3099,prdb-1806,US,Education,null,null,null,null,9,null,null,2
3100,prdb-1807,US,Information Technology,null,null,null,null,336,null,null,2
3101,prdb-1808,US,Sport,null,null,null,null,661,null,null,2
3105,prdb-1812,US,Employment Services,null,null,null,null,912,null,null,2
3106,prdb-1813,US,Retailer,null,null,null,null,346,null,null,2
3107,prdb-1814,US,Wholesaler,null,null,null,null,239,null,null,2
3109,prdb-1816,US,Information Technology,null,null,null,Spoof Phishing,239,null,null,2
3110,prdb-1817,US,Information Technology,null,null,null,null,22182,null,null,2
3111,prdb-1818,US,Retailer,null,null,null,null,99,null,null,2
3112,prdb-1819,US,Employment Services,null,null,null,null,3085,null,null,2
3113,prdb-1820,US,Retailer,null,null,null,null,2395,null,null,2
3115,prdb-1822,US,Support Services,null,null,Configuration Network,null,47000000,null,null,2
3118,prdb-1825,US,Contractors,null,null,null,null,25000,null,null,2
3119,prdb-1826,US,Retailer,null,null,null,null,500,null,null,2
3120,prdb-1827,US,Manufacturing,null,null,Configuration Website,null,41000,null,null,2
3121,prdb-1828,US,Other Services,null,null,Implementation Email,null,92283900,null,null,2
3122,prdb-1829,US,Information Technology,null,null,Design Software,null,2000000,null,null,2
3123,prdb-1830,US,Information Technology,null,null,Design Software,null,45000,null,null,2
3124,prdb-1831,US,Support Services,null,null,Implementation Email Configuration Phone,null,340000000,null,null,2
3125,prdb-1832,US,Information Technology,null,null,null,null,50000000,null,null,2
3126,prdb-1833,US,Insurance,null,null,null,null,684,null,null,2
3127,prdb-1834,US,Insurance,null,null,Implementation Email,null,1982,null,null,2
3129,prdb-1836,US,Consulting Services,null,null,Implementation Email,null,589,null,null,2
3130,prdb-1837,US,Medical,null,null,Configuration Network,null,6489,null,null,2
3131,prdb-1838,US,Medical,null,null,Implementation Email,null,55637,null,null,2
3132,prdb-1839,US,Support Services,null,null,Implementation Email Configuration Network,null,912,null,null,2
3136,prdb-1843,US,Medical,null,null,Implementation Email,null,612,null,null,2
3150,prdb-1857,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,25,null,null,2
3151,prdb-1858,US,Retailer,null,null,Configuration Phone,null,274,null,null,2
3152,prdb-1859,US,Retailer,null,null,null,null,32000,null,null,2
3153,prdb-1860,US,Retailer,null,null,null,null,92000,null,null,2
3156,prdb-1863,US,Retailer,null,null,null,null,90,null,null,2
3157,prdb-1864,US,Retailer,null,null,null,null,26000,null,null,2
3160,prdb-1867,US,Retailer,null,null,Implementation Email Configuration Phone,null,5210,null,null,2
3161,prdb-1868,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,43764,null,null,2
3162,prdb-1869,US,Retailer,null,null,Implementation Email Configuration Phone,null,23,null,null,2
3164,prdb-1871,US,Retailer,null,null,null,null,3235,null,null,2
3165,prdb-1872,US,Retailer,null,null,Implementation Email Configuration Phone,null,480,null,null,2
3166,prdb-1873,US,Retailer,null,null,null,null,9250,null,null,2
3167,prdb-1874,US,Retailer,null,null,null,null,3800,null,null,2
3168,prdb-1875,US,Retailer,null,null,null,null,720,null,null,2
3169,prdb-1876,US,Retailer,null,null,null,Physical Theft,55,null,null,2
3172,prdb-1879,US,Retailer,null,null,null,null,60080,null,null,2
3173,prdb-1880,US,Retailer,null,Physical Attack Skimmer,null,null,440,null,null,2
3174,prdb-1881,US,Retailer,null,null,Implementation Email,null,300000,null,null,2
3176,prdb-1883,US,Retailer,null,null,null,null,255,null,null,2
3181,prdb-1888,US,Retailer,null,null,Configuration Phone,Physical Theft,297,null,null,2
3182,prdb-1889,US,Retailer,null,null,Configuration Phone,null,60,null,null,2
3184,prdb-1891,US,Retailer,null,null,null,null,80,null,null,2
3185,prdb-1892,US,Retailer,null,null,null,null,5100,null,null,2
3188,prdb-1895,US,Retailer,null,null,null,null,63400,null,null,2
3191,prdb-1898,US,Retailer,null,null,null,null,3560,null,null,2
3195,prdb-1902,US,Retailer,null,null,Implementation Email,null,546,null,null,2
3199,prdb-1906,US,Retailer,null,null,null,null,5563,null,null,2
3201,prdb-1908,US,Retailer,null,null,null,null,679,null,null,2
3202,prdb-1909,US,Retailer,null,null,null,null,65000,null,null,2
3204,prdb-1911,US,Retailer,null,null,Configuration Phone,null,1951,null,null,2
3210,prdb-1917,US,Retailer,null,null,null,null,48686,null,null,2
3211,prdb-1918,US,Retailer,null,null,Configuration Phone,null,800000,null,null,2
3217,prdb-1924,US,Retailer,null,null,Configuration Phone,null,570,null,null,2
3219,prdb-1926,US,Retailer,null,null,Configuration Network,null,652,null,null,2
3220,prdb-1927,US,Retailer,null,null,null,null,4500,null,null,2
3227,prdb-1934,US,Retailer,null,null,null,null,30,null,null,2
3234,prdb-1941,US,Retailer,null,null,null,null,91,null,null,2
3237,prdb-1944,US,Retailer,null,null,Configuration Network,null,56000,null,null,2
3240,prdb-1947,US,Retailer,null,null,null,Physical Theft Spoof Scam,250,null,null,2
3243,prdb-1950,US,Retailer,null,null,null,null,51000,null,null,2
3246,prdb-1953,US,Retailer,null,null,null,null,98930,null,null,2
3248,prdb-1955,US,Retailer,null,null,null,null,97000,null,null,2
3249,prdb-1956,US,Retailer,null,null,null,null,59419,null,null,2
3256,prdb-1963,US,Retailer,null,null,Configuration Network,null,865,null,null,2
3260,prdb-1967,US,Retailer,null,null,null,null,52000,null,null,2
3264,prdb-1971,US,Retailer,null,null,Implementation Email Configuration Network,Physical Loss,32000000,null,null,2
3267,prdb-1974,US,Retailer,null,null,null,null,8181,null,null,2
3270,prdb-1977,US,Retailer,null,null,Configuration Website,null,89,null,null,2
3274,prdb-1981,US,Retailer,null,null,Configuration Website,null,3000,null,null,2
3276,prdb-1983,US,Retailer,null,null,Configuration Phone,null,4044,null,null,2
3279,prdb-1986,US,Retailer,null,null,null,null,35000,null,null,2
3280,prdb-1987,US,Retailer,null,null,Design Software,Physical Theft Spoof Scam,200,null,null,2
3285,prdb-1992,US,Retailer,null,null,null,null,81,null,null,2
3294,prdb-2001,US,Retailer,null,null,Design Software,null,30,null,null,2
3295,prdb-2002,US,Retailer,null,null,null,null,500,null,null,2
3304,prdb-2011,US,Retailer,null,null,Configuration Phone,null,60,null,null,2
3309,prdb-2016,US,Retailer,null,null,null,Physical Theft,30,null,null,2
3312,prdb-2019,US,Retailer,null,null,null,null,50,null,null,2
3320,prdb-2027,US,Retailer,null,null,Implementation Email,null,4000,null,null,2
3322,prdb-2029,US,Retailer,null,null,null,null,3400,null,null,2
3327,prdb-2034,US,Retailer,null,null,Configuration Website,null,25000,null,null,2
3329,prdb-2036,US,Retailer,null,null,null,null,30,null,null,2
3330,prdb-2037,US,Retailer,null,null,null,null,225,null,null,2
3332,prdb-2039,US,Retailer,null,null,null,null,24,null,null,2
3344,prdb-2051,US,Retailer,null,null,null,null,500,null,null,2
3350,prdb-2057,US,Retailer,null,null,Implementation Email Configuration Website,null,4900000,null,null,2
3353,prdb-2060,US,Retailer,null,null,null,Physical Theft,380,null,null,2
3355,prdb-2062,US,Retailer,null,null,null,Spoof Scam,50,null,null,2
3356,prdb-2063,US,Retailer,null,Physical Attack Skimmer,null,null,600,null,null,2
3357,prdb-2064,US,Retailer,null,null,null,null,30,null,null,2
3368,prdb-2075,US,Retailer,null,Physical Attack Skimmer,null,null,3600,null,null,2
3382,prdb-2089,US,Retailer,null,null,null,Physical Theft,94000,null,null,2
3384,prdb-2091,US,Retailer,null,null,null,null,50,null,null,2
3385,prdb-2092,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,85,null,null,2
3387,prdb-2094,US,Retailer,null,Physical Attack Skimmer,null,null,42,null,null,2
3389,prdb-2096,US,Retailer,null,null,Implementation Email Configuration Website,null,200000,null,null,2
3395,prdb-2102,US,Retailer,null,null,Implementation Email Configuration Phone,null,7971,null,null,2
3398,prdb-2105,US,Retailer,null,null,Configuration Website,null,266,null,null,2
3407,prdb-2114,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,73,null,null,2
3410,prdb-2117,US,Retailer,null,null,null,null,27,null,null,2
3411,prdb-2118,US,Retailer,null,null,null,null,28,null,null,2
3414,prdb-2121,US,Retailer,null,null,null,null,40000,null,null,2
3417,prdb-2124,US,Retailer,null,null,null,null,506,null,null,2
3426,prdb-2133,US,Retailer,null,null,null,null,98,null,null,2
3427,prdb-2134,US,Retailer,null,null,Implementation Email Configuration Network Website,null,35000000,null,null,2
3430,prdb-2137,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,50,null,null,2
3435,prdb-2142,US,Retailer,null,Script or Program Backdoor,Design Software,null,80000,null,null,2
3436,prdb-2143,US,Retailer,null,null,null,null,300000,null,null,2
3440,prdb-2147,US,Retailer,null,null,Physical Documents,null,2900,null,null,2
3441,prdb-2148,US,Retailer,null,null,Implementation Email Configuration Phone,null,24000000,null,null,2
3442,prdb-2149,US,Retailer,null,null,Implementation Email Configuration Phone,null,44,null,null,2
3447,prdb-2154,US,Retailer,null,null,null,null,50,null,null,2
3448,prdb-2155,US,Retailer,null,null,null,Spoof Forgery,50,null,null,2
3452,prdb-2159,US,Retailer,null,null,Implementation Email Configuration Phone,null,46943,null,null,2
3454,prdb-2161,US,Retailer,null,null,Implementation Email Configuration Website,null,350000,null,null,2
3455,prdb-2162,US,Retailer,null,null,Implementation Email Configuration Website,null,2480,null,null,2
3463,prdb-2170,US,Retailer,null,null,null,null,30,null,null,2
3464,prdb-2171,US,Retailer,null,null,null,null,66,null,null,2
3465,prdb-2172,US,Retailer,null,null,Implementation Email,null,72794,null,null,2
3466,prdb-2173,US,Retailer,null,null,Implementation Email,null,434,null,null,2
3468,prdb-2175,US,Retailer,null,null,null,Physical Loss Theft,282,null,null,2
3470,prdb-2177,US,Retailer,null,null,Configuration Website,null,2258,null,null,2
3474,prdb-2181,US,Retailer,null,null,Design Programming error,null,3482,null,null,2
3477,prdb-2184,US,Retailer,null,null,Implementation Email,null,227,null,null,2
3480,prdb-2187,US,Retailer,null,null,null,null,218,null,null,2
3481,prdb-2188,US,Retailer,null,null,null,null,300,null,null,2
3485,prdb-2192,US,Retailer,null,null,null,null,36,null,null,2
3488,prdb-2195,US,Retailer,null,null,Implementation Email Configuration Website,null,72,null,null,2
3492,prdb-2199,US,Retailer,null,null,null,Physical Theft,22,null,null,2
3493,prdb-2200,US,Retailer,null,null,Implementation Email,null,39,null,null,2
3497,prdb-2204,US,Retailer,null,null,Implementation Email,null,219,null,null,2
3498,prdb-2205,US,Retailer,null,null,null,null,30,null,null,2
3501,prdb-2208,US,Retailer,null,null,Configuration Phone,null,400,null,null,2
3503,prdb-2210,US,Retailer,null,null,Implementation Email,null,32,null,null,2
3505,prdb-2212,US,Retailer,null,null,Design Software Configuration Network,null,95000,null,null,2
3511,prdb-2218,US,Retailer,null,null,null,Physical Loss Theft,300,null,null,2
3515,prdb-2222,US,Retailer,null,null,null,null,50,null,null,2
3516,prdb-2223,US,Retailer,null,null,null,null,400000,null,null,2
3518,prdb-2225,US,Retailer,null,Information Exchange Spam,Implementation Email SMS,null,68000000,null,null,2
3521,prdb-2228,DE,Retailer,null,null,Implementation Email,null,3000000,null,null,2
3522,prdb-2229,US,Retailer,null,null,null,null,350,null,null,2
3524,prdb-2231,US,Retailer,null,null,null,null,883,null,null,2
3537,prdb-2244,US,Retailer,null,null,null,null,617,null,null,2
3546,prdb-2253,US,Retailer,null,null,null,null,5083,null,null,2
3553,prdb-2260,US,Retailer,null,null,null,Physical Theft,25,null,null,2
3579,prdb-2286,US,Retailer,null,null,null,null,788,null,null,2
3580,prdb-2287,US,Retailer,null,null,null,null,50,null,null,2
3586,prdb-2293,US,Retailer,null,null,Configuration Phone,null,2638,null,null,2
3593,prdb-2300,US,Retailer,null,null,Physical Documents,null,20,null,null,2
3600,prdb-2307,US,Retailer,null,null,null,null,300,null,null,2
3602,prdb-2309,US,Retailer,null,null,Configuration Website,null,700,null,null,2
3609,prdb-2316,US,Retailer,null,null,Design Software Configuration Website,null,2900000,null,null,2
3617,prdb-2324,US,Retailer,null,null,Configuration Website,null,1700,null,null,2
3619,prdb-2326,US,Retailer,null,null,Design Software Implementation Email Configuration Phone Network,Physical Theft Spoof Scam Phishing,40000000,null,null,2
3620,prdb-2327,US,Retailer,null,null,null,null,8,null,null,2
3624,prdb-2331,US,Retailer,null,Physical Attack Tampering,null,Physical Theft,2600000,null,null,2
3627,prdb-2334,US,Retailer,null,null,Implementation Email,null,30000,null,null,2
3629,prdb-2336,US,Retailer,null,null,Implementation Email Configuration Website,null,3503,null,null,2
